FARM_DIRY_SNO,FMHS_SNO,WRT_DT,FMHS_CODE,FMHS_ADDR,GRDV_STA_CODE,GRDV_STA_NM,FMWK_CODE,FMWK_NM,ACCM_NM,FMWK_MEMO,FTLZ_NM,SCFD_SNO,SCFD_NM,SMT_QY,ETL_LDG_DT
738399,4240,20201006,F144010,강흥동 131-17,10,양호,4209,채화작업,,,복합비료,,,,20201223112426
738462,4243,20201030,F144013,산정동 181-5,10,양호,4209,채화작업,,,복합비료,,,,20201223112426
738476,4245,20201003,F144015,고랑동 602-9,10,양호,4201,가지치기,,,복합비료,,,,20201223112426
738535,4247,20201001,F144017,구덕리 0527-0075,10,양호,4201,가지치기,,,복합비료,,,,20201223112426
738549,2978,20201005,F125032,대평리 1277-2,10,양호,1010,런너분리,,,복합비료,,,,20201223112426
738974,2989,20201002,F125043,동산리 193-1,10,양호,1091,농약살포,,,복합비료,,,,20201223112426
738994,2991,20201007,F125045,신리 517-2,10,양호,1010,런너분리,,,복합비료,,,,20201223112426
739009,2993,20201005,F125047,동산리 229-2,10,양호,1008,멀칭 피복,,,복합비료,,,,20201223112426
739255,3019,20201002,F125073,월봉리 12-1,10,양호,1091,농약살포,,,복합비료,,,,20201223112426
743643,50,20201017,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 가리비료,,,,20201223112426
743657,50,20201020,F065001,금강로 1719-46,10,양호,391,농약살포,,,무기질 질소비료,,,,20201223112426
743657,50,20201020,F065001,금강로 1719-46,10,양호,391,농약살포,,,무기질 질소비료,,,,20201223112426
743657,50,20201020,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 질소비료,,,,20201223112426
743657,50,20201020,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 질소비료,,,,20201223112426
743657,50,20201020,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 질소비료,,,,20201223112426
743657,50,20201020,F065001,금강로 1719-46,10,양호,391,농약살포,,,무기질 인산비료,,,,20201223112426
743657,50,20201020,F065001,금강로 1719-46,10,양호,391,농약살포,,,무기질 인산비료,,,,20201223112426
743657,50,20201020,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 인산비료,,,,20201223112426
743657,50,20201020,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 인산비료,,,,20201223112426
743657,50,20201020,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 인산비료,,,,20201223112426
743657,50,20201020,F065001,금강로 1719-46,10,양호,391,농약살포,,,무기질 가리비료,,,,20201223112426
743657,50,20201020,F065001,금강로 1719-46,10,양호,391,농약살포,,,무기질 가리비료,,,,20201223112426
743657,50,20201020,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 가리비료,,,,20201223112426
743657,50,20201020,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 가리비료,,,,20201223112426
743657,50,20201020,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 가리비료,,,,20201223112426
743661,50,20201021,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 질소비료,,,,20201223112426
743661,50,20201021,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 인산비료,,,,20201223112426
743661,50,20201021,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 가리비료,,,,20201223112426
743669,50,20201024,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 질소비료,,,,20201223112426
743669,50,20201024,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 인산비료,,,,20201223112426
743669,50,20201024,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 가리비료,,,,20201223112426
743689,50,20201031,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 질소비료,,,,20201223112426
743689,50,20201031,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 인산비료,,,,20201223112426
743689,50,20201031,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 가리비료,,,,20201223112426
727790,1495,20201030,F084003,압사리390-5,10,양호,391,농약살포,,,무기질 질소비료,,,,20201223112426
727790,1495,20201030,F084003,압사리390-5,10,양호,391,농약살포,,,무기질 인산비료,,,,20201223112426
727790,1495,20201030,F084003,압사리390-5,10,양호,391,농약살포,,,무기질 가리비료,,,,20201223112426
736836,1553,20201014,F003035,용잠리419,10,양호,6008,추비 시비,,,복합비료,,,,20201223112426
737538,4229,20201105,F116012,순동 산26-6,10,양호,392,수확,,,무기질 질소비료,,,,20201223112426
737538,4229,20201105,F116012,순동 산26-6,10,양호,392,수확,,,무기질 질소비료,,,,20201223112426
737538,4229,20201105,F116012,순동 산26-6,10,양호,392,수확,,,무기질 가리비료,,,,20201223112426
737856,2948,20201023,F125002,대평리 1178-1,10,양호,1010,런너분리,,,무기질 질소비료,,,,20201223112426
737988,2961,20201002,F125015,대평리 1281-16,10,양호,1009,정식,,,무기질 질소비료,,,,20201223112426
738047,2956,20201029,F125010,묘천리 4-9,10,양호,900,기타작업,,,무기질 인산비료,,,,20201223112426
738047,2956,20201029,F125010,묘천리 4-9,10,양호,900,기타작업,,,무기질 인산비료,,,,20201223112426
738292,2974,20201008,F125028,월봉리 16-9,10,양호,1008,멀칭 피복,,,복합비료,,,,20201223112426
738302,2975,20201001,F125029,뇌연길 93,10,양호,1008,멀칭 피복,,,복합비료,,,,20201223112426
738362,4237,20201006,F144007,강흥동 134-21,10,양호,4201,가지치기,,,복합비료,,,,20201223112426
738364,4237,20201011,F144007,강흥동 134-21,10,양호,4209,채화작업,,,복합비료,,,,20201223112426
727080,1447,20201101,F077043,경상남도 진주시 수곡면 원창길4번길 19,10,양호,1006,적엽,,,복합비료,,,,20201223112426
738220,2969,20201030,F125023,대평리 1268-11,10,양호,1010,런너분리,,,무기질 질소비료,,,,20201223112426
738621,2987,20201014,F125041,명산길 139-8,10,양호,1091,농약살포,,,복합비료,,,,20201223112426
734826,1541,20201027,F003023,다호리220-2,10,양호,6008,추비 시비,,,무기질 질소비료,,,,20201223112426
737834,2948,20201006,F125002,대평리 1178-1,10,양호,1008,멀칭 피복,,,복합비료,,,,20201223112426
737904,2953,20201007,F125007,동산리 194-7,10,양호,1008,멀칭 피복,,,무기질 가리비료,,,,20201223112426
737952,2956,20201029,F125010,묘천리 4-9,10,양호,900,기타작업,,,무기질 인산비료,,,,20201223112426
738982,2990,20201001,F125044,대평리 78-1,10,양호,1009,정식,,,복합비료,,,,20201223112426
739065,2998,20201004,F125052,대평리 1274-10,10,양호,1009,정식,,,복합비료,,,,20201223112426
739079,1745,20201012,F021003,창평리207,10,양호,900,기타작업,,,복합비료,,,,20201223112426
739085,2998,20201009,F125052,대평리 1274-10,10,양호,1091,농약살포,,,복합비료,,,,20201223112426
739135,3004,20201001,F125058,대평리 1273-4,10,양호,1009,정식,,,복합비료,,,,20201223112426
739151,3006,20201006,F125060,대평리 103-7,10,양호,1009,정식,,,복합비료,,,,20201223112426
739288,3020,20201002,F125074,신월길 8,10,양호,1009,정식,,,무기질 질소비료,,,,20201223112426
739293,3020,20201006,F125074,신월길 8,10,양호,1008,멀칭 피복,,,복합비료,,,,20201223112426
739314,3024,20201002,F125078,대평1길 46,10,양호,1009,정식,,,복합비료,,,,20201223112426
739326,3025,20201007,F125079,동산리 184-3,10,양호,1091,농약살포,,,복합비료,,,,20201223112426
743606,50,20201002,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 질소비료,,,,20201223112426
743606,50,20201002,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 인산비료,,,,20201223112426
743606,50,20201002,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 가리비료,,,,20201223112426
743608,50,20201003,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 질소비료,,,,20201223112426
743608,50,20201003,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 인산비료,,,,20201223112426
743608,50,20201003,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 가리비료,,,,20201223112426
743610,50,20201004,F065001,금강로 1719-46,10,양호,392,수확,,,무기질 질소비료,,,,20201223112426
743610,50,20201004,F065001,금강로 1719-46,10,양호,392,수확,,,무기질 인산비료,,,,20201223112426
743610,50,20201004,F065001,금강로 1719-46,10,양호,392,수확,,,무기질 가리비료,,,,20201223112426
743612,50,20201005,F065001,금강로 1719-46,10,양호,392,수확,,,무기질 질소비료,,,,20201223112426
743612,50,20201005,F065001,금강로 1719-46,10,양호,392,수확,,,무기질 인산비료,,,,20201223112426
743612,50,20201005,F065001,금강로 1719-46,10,양호,392,수확,,,무기질 가리비료,,,,20201223112426
743614,50,20201006,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 질소비료,,,,20201223112426
743614,50,20201006,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 인산비료,,,,20201223112426
743614,50,20201006,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 가리비료,,,,20201223112426
743618,50,20201008,F065001,금강로 1719-46,10,양호,392,수확,,,무기질 질소비료,,,,20201223112426
743618,50,20201008,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 질소비료,,,,20201223112426
743618,50,20201008,F065001,금강로 1719-46,10,양호,392,수확,,,무기질 인산비료,,,,20201223112426
743618,50,20201008,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 인산비료,,,,20201223112426
743618,50,20201008,F065001,금강로 1719-46,10,양호,392,수확,,,무기질 가리비료,,,,20201223112426
743618,50,20201008,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 가리비료,,,,20201223112426
743621,50,20201009,F065001,금강로 1719-46,10,양호,392,수확,,,무기질 질소비료,,,,20201223112426
743621,50,20201009,F065001,금강로 1719-46,10,양호,392,수확,,,무기질 인산비료,,,,20201223112426
743621,50,20201009,F065001,금강로 1719-46,10,양호,392,수확,,,무기질 가리비료,,,,20201223112426
743633,50,20201013,F065001,금강로 1719-46,10,양호,391,농약살포,,,무기질 인산비료,,,,20201223112426
743633,50,20201013,F065001,금강로 1719-46,10,양호,391,농약살포,,,무기질 인산비료,,,,20201223112426
743633,50,20201013,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 인산비료,,,,20201223112426
743633,50,20201013,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 인산비료,,,,20201223112426
743633,50,20201013,F065001,금강로 1719-46,10,양호,391,농약살포,,,무기질 질소비료,,,,20201223112426
743633,50,20201013,F065001,금강로 1719-46,10,양호,391,농약살포,,,무기질 질소비료,,,,20201223112426
743633,50,20201013,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 질소비료,,,,20201223112426
743633,50,20201013,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 질소비료,,,,20201223112426
743633,50,20201013,F065001,금강로 1719-46,10,양호,391,농약살포,,,무기질 가리비료,,,,20201223112426
743633,50,20201013,F065001,금강로 1719-46,10,양호,391,농약살포,,,무기질 가리비료,,,,20201223112426
743633,50,20201013,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 가리비료,,,,20201223112426
743633,50,20201013,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 가리비료,,,,20201223112426
743637,50,20201015,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 질소비료,,,,20201223112426
743637,50,20201015,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 인산비료,,,,20201223112426
743637,50,20201015,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 가리비료,,,,20201223112426
743647,50,20201018,F065001,금강로 1719-46,10,양호,392,수확,,,무기질 질소비료,,,,20201223112426
743647,50,20201018,F065001,금강로 1719-46,10,양호,392,수확,,,무기질 인산비료,,,,20201223112426
743647,50,20201018,F065001,금강로 1719-46,10,양호,392,수확,,,무기질 가리비료,,,,20201223112426
743653,50,20201019,F065001,금강로 1719-46,10,양호,392,수확,,,무기질 질소비료,,,,20201223112426
743653,50,20201019,F065001,금강로 1719-46,10,양호,392,수확,,,무기질 인산비료,,,,20201223112426
743653,50,20201019,F065001,금강로 1719-46,10,양호,392,수확,,,무기질 가리비료,,,,20201223112426
743657,50,20201020,F065001,금강로 1719-46,10,양호,391,농약살포,,,무기질 질소비료,,,,20201223112426
743657,50,20201020,F065001,금강로 1719-46,10,양호,391,농약살포,,,무기질 질소비료,,,,20201223112426
743657,50,20201020,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 질소비료,,,,20201223112426
743657,50,20201020,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 질소비료,,,,20201223112426
743657,50,20201020,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 질소비료,,,,20201223112426
743657,50,20201020,F065001,금강로 1719-46,10,양호,391,농약살포,,,무기질 인산비료,,,,20201223112426
743657,50,20201020,F065001,금강로 1719-46,10,양호,391,농약살포,,,무기질 인산비료,,,,20201223112426
743657,50,20201020,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 인산비료,,,,20201223112426
743657,50,20201020,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 인산비료,,,,20201223112426
743657,50,20201020,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 인산비료,,,,20201223112426
743657,50,20201020,F065001,금강로 1719-46,10,양호,391,농약살포,,,무기질 가리비료,,,,20201223112426
743657,50,20201020,F065001,금강로 1719-46,10,양호,391,농약살포,,,무기질 가리비료,,,,20201223112426
743657,50,20201020,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 가리비료,,,,20201223112426
743657,50,20201020,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 가리비료,,,,20201223112426
743657,50,20201020,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 가리비료,,,,20201223112426
743663,50,20201022,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 질소비료,,,,20201223112426
743663,50,20201022,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 인산비료,,,,20201223112426
743663,50,20201022,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 가리비료,,,,20201223112426
743666,50,20201023,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 질소비료,,,,20201223112426
743666,50,20201023,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 인산비료,,,,20201223112426
743666,50,20201023,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 가리비료,,,,20201223112426
743673,50,20201025,F065001,금강로 1719-46,10,양호,392,수확,,,무기질 질소비료,,,,20201223112426
743673,50,20201025,F065001,금강로 1719-46,10,양호,392,수확,,,무기질 인산비료,,,,20201223112426
743673,50,20201025,F065001,금강로 1719-46,10,양호,392,수확,,,무기질 가리비료,,,,20201223112426
743676,50,20201026,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 질소비료,,,,20201223112426
743676,50,20201026,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 인산비료,,,,20201223112426
743676,50,20201026,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 가리비료,,,,20201223112426
743681,50,20201027,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 질소비료,,,,20201223112426
743681,50,20201027,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 인산비료,,,,20201223112426
743681,50,20201027,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 가리비료,,,,20201223112426
743684,50,20201029,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 질소비료,,,,20201223112426
743684,50,20201029,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 인산비료,,,,20201223112426
743684,50,20201029,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 가리비료,,,,20201223112426
743686,50,20201030,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 질소비료,,,,20201223112426
743686,50,20201030,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 질소비료,,,,20201223112426
743686,50,20201030,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 인산비료,,,,20201223112426
743686,50,20201030,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 인산비료,,,,20201223112426
743686,50,20201030,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 가리비료,,,,20201223112426
743686,50,20201030,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 가리비료,,,,20201223112426
743633,50,20201013,F065001,금강로 1719-46,10,양호,391,농약살포,,,무기질 인산비료,,,,20201223112426
743633,50,20201013,F065001,금강로 1719-46,10,양호,391,농약살포,,,무기질 인산비료,,,,20201223112426
743633,50,20201013,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 인산비료,,,,20201223112426
743633,50,20201013,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 인산비료,,,,20201223112426
743633,50,20201013,F065001,금강로 1719-46,10,양호,391,농약살포,,,무기질 질소비료,,,,20201223112426
743633,50,20201013,F065001,금강로 1719-46,10,양호,391,농약살포,,,무기질 질소비료,,,,20201223112426
743633,50,20201013,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 질소비료,,,,20201223112426
743633,50,20201013,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 질소비료,,,,20201223112426
743633,50,20201013,F065001,금강로 1719-46,10,양호,391,농약살포,,,무기질 가리비료,,,,20201223112426
743633,50,20201013,F065001,금강로 1719-46,10,양호,391,농약살포,,,무기질 가리비료,,,,20201223112426
743633,50,20201013,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 가리비료,,,,20201223112426
743633,50,20201013,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 가리비료,,,,20201223112426
743657,50,20201020,F065001,금강로 1719-46,10,양호,391,농약살포,,,무기질 질소비료,,,,20201223112426
743657,50,20201020,F065001,금강로 1719-46,10,양호,391,농약살포,,,무기질 질소비료,,,,20201223112426
743657,50,20201020,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 질소비료,,,,20201223112426
743657,50,20201020,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 질소비료,,,,20201223112426
743657,50,20201020,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 질소비료,,,,20201223112426
743657,50,20201020,F065001,금강로 1719-46,10,양호,391,농약살포,,,무기질 인산비료,,,,20201223112426
743657,50,20201020,F065001,금강로 1719-46,10,양호,391,농약살포,,,무기질 인산비료,,,,20201223112426
743657,50,20201020,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 인산비료,,,,20201223112426
743657,50,20201020,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 인산비료,,,,20201223112426
743657,50,20201020,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 인산비료,,,,20201223112426
743657,50,20201020,F065001,금강로 1719-46,10,양호,391,농약살포,,,무기질 가리비료,,,,20201223112426
743657,50,20201020,F065001,금강로 1719-46,10,양호,391,농약살포,,,무기질 가리비료,,,,20201223112426
743657,50,20201020,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 가리비료,,,,20201223112426
743657,50,20201020,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 가리비료,,,,20201223112426
743657,50,20201020,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 가리비료,,,,20201223112426
743686,50,20201030,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 질소비료,,,,20201223112426
743686,50,20201030,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 질소비료,,,,20201223112426
743686,50,20201030,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 인산비료,,,,20201223112426
743686,50,20201030,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 인산비료,,,,20201223112426
743686,50,20201030,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 가리비료,,,,20201223112426
743686,50,20201030,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 가리비료,,,,20201223112426
737821,1174,20201106,F083024,검암리279-3~279-5,10,양호,1006,적엽,,,유기질비료,,,,20201223112426
737860,2949,20201006,F125003,동산리 222-3,10,양호,1008,멀칭 피복,,,복합비료,,,,20201223112426
737946,2956,20201002,F125010,묘천리 4-9,10,양호,1008,멀칭 피복,,,복합비료,,,,20201223112426
737946,2956,20201002,F125010,묘천리 4-9,10,양호,1009,정식,,,복합비료,,,,20201223112426
737999,2962,20201002,F125016,장선리 8-6,10,양호,1008,멀칭 피복,,,복합비료,,,,20201223112426
738111,2966,20201002,F125020,신리 288-3,10,양호,1091,농약살포,,,복합비료,,,,20201223112426
739172,4186,20201010,F125085,하도리 1182-1,10,양호,1091,농약살포,,,복합비료,,,,20201223112426
744279,1115,20201108,F086002,원외리424,10,양호,1007,모종채취,,,복합비료,,,,20201223112426
743616,50,20201007,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 질소비료,,,,20201223112426
743616,50,20201007,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 인산비료,,,,20201223112426
743616,50,20201007,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 가리비료,,,,20201223112426
743623,50,20201010,F065001,금강로 1719-46,10,양호,392,수확,,,무기질 질소비료,,,,20201223112426
743623,50,20201010,F065001,금강로 1719-46,10,양호,392,수확,,,무기질 인산비료,,,,20201223112426
743623,50,20201010,F065001,금강로 1719-46,10,양호,392,수확,,,무기질 가리비료,,,,20201223112426
743627,50,20201011,F065001,금강로 1719-46,10,양호,392,수확,,,무기질 질소비료,,,,20201223112426
743627,50,20201011,F065001,금강로 1719-46,10,양호,392,수확,,,무기질 인산비료,,,,20201223112426
743627,50,20201011,F065001,금강로 1719-46,10,양호,392,수확,,,무기질 가리비료,,,,20201223112426
743629,50,20201012,F065001,금강로 1719-46,10,양호,392,수확,,,무기질 질소비료,,,,20201223112426
743629,50,20201012,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 질소비료,,,,20201223112426
743629,50,20201012,F065001,금강로 1719-46,10,양호,392,수확,,,무기질 인산비료,,,,20201223112426
743629,50,20201012,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 인산비료,,,,20201223112426
743629,50,20201012,F065001,금강로 1719-46,10,양호,392,수확,,,무기질 가리비료,,,,20201223112426
743629,50,20201012,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 가리비료,,,,20201223112426
743641,50,20201016,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 질소비료,,,,20201223112426
743641,50,20201016,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 인산비료,,,,20201223112426
743641,50,20201016,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 가리비료,,,,20201223112426
743643,50,20201017,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 질소비료,,,,20201223112426
743643,50,20201017,F065001,금강로 1719-46,10,양호,900,기타작업,,,무기질 인산비료,,,,20201223112426
744279,1115,20201108,F086002,원외리424,10,양호,1007,모종채취,,,복합비료,,,,20201223112426
731713,475,20201103,F023044,죽백동 190-3,10,양호,7101,정지-전정,,,,,,,20201223112426
732128,227,20201103,F027017,양감면 정문리 284-4,10,양호,7101,정지-전정,,,,,,,20201223112426
734595,475,20201104,F023044,죽백동 190-3,10,양호,7101,정지-전정,,,,,,,20201223112426
738954,475,20201106,F023044,죽백동 190-3,10,양호,7101,정지-전정,,,,,,,20201223112426
739722,1685,20201019,F019021,무과리34-7,10,양호,7101,정지-전정,,,,,,,20201223112426
734673,3986,20201104,F009017,복용리1223-1,10,양호,7101,정지-전정,,,,,,,20201223112426
739852,1708,20201020,F019044,내태리79-6,10,양호,7101,정지-전정,,,,,,,20201223112426
726655,4450,20201031,F042023,덕평리743-6,10,양호,7101,정지-전정,,,,,,,20201223112426
726656,4005,20201031,F009036,복용리693-1,10,양호,7101,정지-전정,,,,,,,20201223112426
743420,3986,20201107,F009017,복용리1223-1,10,양호,7101,정지-전정,,,,,,,20201223112426
743946,475,20201108,F023044,죽백동 190-3,10,양호,7101,정지-전정,,,,,,,20201223112426
726649,352,20201101,F029004,경기도 의정부시 용민로 441 (민락동  엘에이치브라운빌리지),10,양호,7102,기비,,,,,,,20201223112426
726651,352,20201101,F029004,경기도 의정부시 용민로 441 (민락동  엘에이치브라운빌리지),10,양호,7102,기비,,,,,,,20201223112426
735685,3033,20200729,F102003,월길리 1731-92,10,양호,301,파종,,,,,,,20201223112426
731171,1193,20201103,F072007,덕곡리1329-1,10,양호,305,유인줄매기 ,,,,,,,20201223112426
731547,1634,20201007,F074016,백산리244-1~3,10,양호,305,유인줄매기 ,,,,,,,20201223112426
731550,1634,20201008,F074016,백산리244-1~3,10,양호,305,유인줄매기 ,,,,,,,20201223112426
731560,1634,20201012,F074016,백산리244-1~3,10,양호,305,유인줄매기 ,,,,,,,20201223112426
731624,1634,20201027,F074016,백산리244-1~3,10,양호,305,유인줄매기 ,,,,,,,20201223112426
733023,1620,20201014,F074002,백산리120-2,10,양호,305,유인줄매기 ,,,,,,,20201223112426
733035,1620,20201017,F074002,백산리120-2,10,양호,305,유인줄매기 ,,,,,,,20201223112426
733091,1620,20201026,F074002,백산리120-2,10,양호,305,유인줄매기 ,,,,,,,20201223112426
733097,1620,20201027,F074002,백산리120-2,10,양호,305,유인줄매기 ,,,,,,,20201223112426
733135,1620,20201103,F074002,백산리120-2,10,양호,305,유인줄매기 ,,,,,,,20201223112426
733139,1620,20201104,F074002,백산리120-2,10,양호,305,유인줄매기 ,,,,,,,20201223112426
733972,1193,20201104,F072007,덕곡리1329-1,10,양호,305,유인줄매기 ,,,,,,,20201223112426
736629,53,20201009,F065004,서화길 14-6,10,양호,305,유인줄매기 ,,,,,,,20201223112426
736652,53,20201018,F065004,서화길 14-6,10,양호,305,유인줄매기 ,,,,,,,20201223112426
736656,53,20201019,F065004,서화길 14-6,10,양호,305,유인줄매기 ,,,,,,,20201223112426
736659,53,20201022,F065004,서화길 14-6,10,양호,305,유인줄매기 ,,,,,,,20201223112426
736663,53,20201023,F065004,서화길 14-6,10,양호,305,유인줄매기 ,,,,,,,20201223112426
736652,53,20201018,F065004,서화길 14-6,10,양호,305,유인줄매기 ,,,,,,,20201223112426
736768,55,20201004,F065006,금강로 1759,10,양호,305,유인줄매기 ,,,,,,,20201223112426
736770,55,20201005,F065006,금강로 1759,10,양호,305,유인줄매기 ,,,,,,,20201223112426
736776,55,20201011,F065006,금강로 1759,10,양호,305,유인줄매기 ,,,,,,,20201223112426
736779,55,20201012,F065006,금강로 1759,10,양호,305,유인줄매기 ,,,,,,,20201223112426
736789,55,20201018,F065006,금강로 1759,10,양호,305,유인줄매기 ,,,,,,,20201223112426
736791,55,20201019,F065006,금강로 1759,10,양호,305,유인줄매기 ,,,,,,,20201223112426
736663,53,20201023,F065004,서화길 14-6,10,양호,305,유인줄매기 ,,,,,,,20201223112426
736776,55,20201011,F065006,금강로 1759,10,양호,305,유인줄매기 ,,,,,,,20201223112426
736789,55,20201018,F065006,금강로 1759,10,양호,305,유인줄매기 ,,,,,,,20201223112426
727841,1203,20201102,F072017,용암리553,10,양호,305,유인줄매기 ,,,,,,,20201223112426
727845,3510,20201026,F116001,산호리 1422,10,양호,305,유인줄매기 ,,,,,,,20201223112426
727847,3510,20201027,F116001,산호리 1422,10,양호,305,유인줄매기 ,,,,,,,20201223112426
735828,4457,20201105,F116014,탑산리 산6-4,10,양호,305,유인줄매기 ,,,,,,,20201223112426
743838,57,20201001,F065008,서화길 17-8,10,양호,305,유인줄매기 ,,,,,,,20201223112426
743840,57,20201002,F065008,서화길 17-8,10,양호,305,유인줄매기 ,,,,,,,20201223112426
743848,57,20201008,F065008,서화길 17-8,10,양호,305,유인줄매기 ,,,,,,,20201223112426
743850,57,20201009,F065008,서화길 17-8,10,양호,305,유인줄매기 ,,,,,,,20201223112426
743854,57,20201015,F065008,서화길 17-8,10,양호,305,유인줄매기 ,,,,,,,20201223112426
743856,57,20201016,F065008,서화길 17-8,10,양호,305,유인줄매기 ,,,,,,,20201223112426
