BASE_YR,BASE_MM,AGFD_PDLT_NM,STRGE_QY
2020,10,찰옥수수,24501
2020,10,참나물,1651
2020,10,참다래 국산,11933
2020,10,참외,29000
2020,10,청경채,2455
2020,10,청양고추,12067
2020,10,체리,1808
2020,10,취나물,5628
2020,10,츄키니,3078
2020,10,케일,756
2020,10,콜라비,702
2020,10,콩나물,116461
2020,10,토마토,389756
2020,10,토마토(방울),149394
2020,10,파세리,8084
2020,10,파인애플,55608
2020,10,파채,4273
2020,10,파프리카,32665
2020,10,포도,223900
2020,10,풋고추,21632
2020,10,풋옥수수,11727
2020,10,피망,1779
2020,10,호박,192848
2020,10,홍갓,8313
2020,10,홍고추,1834
2020,11,가지,177466
2020,11,감,117450
2020,11,감귤,134599
2020,11,감자,259109
2020,11,갓,328
2020,11,건가지,293
2020,11,건취나물,718
2020,11,고구마,557136
2020,11,고구마순,478
2020,11,고사리,2528
2020,11,고추,207414
2020,11,곶감,7540
2020,11,근대,25982
2020,11,기장,1329
2020,11,기타잡곡류,10
2020,11,김치,6624
2020,11,깐마늘,74958
2020,11,깐양파,35626
2020,11,깻잎,24891
2020,11,냉이,2443
2020,11,늙은호박,23878
2020,11,다발무,656801
2020,11,단감,311138
2020,11,단호박,5876
2020,11,달래,3356
2020,11,당근,294440
2020,11,대추,8423
2020,11,대파,390365
2020,11,더덕,586
2020,11,도라지,4228
2020,11,돈나물,1298
2020,11,돌나물,1733
2020,11,두릅,11414
2020,11,따리,3614
2020,11,딸기,82223
2020,11,레몬,3197
2020,11,마,2238
2020,11,마늘,212574
2020,11,마늘 쫑,1569
2020,11,매실,1394
2020,11,메론,198433
2020,11,멜론,1050
2020,11,모둠쌈,17362
2020,11,무,857387
2020,11,무화과,2663
2020,11,물미역(청과),2637
2020,11,미나리,8710
2020,11,바나나,49988
2020,11,바나나 국산,1774
2020,11,밤,64208
2020,11,방울,9247
2020,11,방울양배추,2376
2020,11,배,193835
2020,11,배추,688183
2020,11,배추얼갈이,19595
2020,11,버섯,513950
2020,11,보리,1519
2020,11,복수박,5990
2020,11,복숭아,102758
2020,11,부추,25430
2020,11,브로코리,38304
2020,11,브로콜리,19151
2020,11,블루베리,4119
2020,11,비트,80257
2020,11,빨간양배추,4792
2020,11,사과,1163809
2020,11,산딸기,5373
2020,11,상추,63064
2020,11,새싹채소,269
2020,11,생강,4261
2020,11,석류,3197
2020,11,세러리,94
2020,11,수박,757183
2020,11,수입과일,213415
2020,11,숙주,17739
2020,11,시금치,148409
2020,11,신선초,94
2020,11,쌈채,1936
2020,11,쌈추,2800
2020,11,쑥갓,382
2020,11,아욱,10
2020,11,애플수박,1623
2020,11,애호박,119480
2020,11,양배추,656697
2020,11,양상추,94184
2020,11,양파,639604
2020,11,얼갈이,287
2020,11,연근,326
2020,11,열무,16077
2020,11,열무 얼갈이,23423
2020,11,오렌지,3197
2020,11,오이,200873
2020,11,완두콩,10584
2020,11,우엉,5223
2020,11,유자,1151
2020,11,인삼,586
2020,11,잎마늘,558
2020,11,자두,34343
2020,11,자몽,3197
2020,11,적양배추,1782
2020,11,쪽파,26811
2020,11,찰옥수수,18340
2020,11,참나물,1818
2020,11,참다래 국산,16922
2020,11,참외,20337
2020,11,청경채,2021
2020,11,청양고추,8550
2020,11,체리,1679
2020,11,취나물,1135
2020,11,츄키니,2525
2020,11,케일,94
2020,11,콜라비,2536
2020,11,콩나물,109955
2020,11,토마토,456295
2020,11,토마토(방울),183136
2020,11,파세리,7762
2020,11,파인애플,55542
2020,11,파채,3527
2020,11,파프리카,299575
2020,11,포도,255063
2020,11,풋고추,34067
2020,11,풋옥수수,20904
2020,11,피망,989
2020,11,호박,171230
2020,11,홍갓,13099
2020,11,홍고추,2173
2020,12,가지,211582
2020,12,감,85492
2020,12,감귤,274953
2020,12,감자,451892
2020,12,갓,1182
2020,12,건가지,331
2020,12,건취나물,548
2020,12,고구마,411104
2020,12,고구마순,548
2020,12,고사리,2866
2020,12,고추,156690
2020,12,곶감,8330
2020,12,근대,28559
2020,12,기장,886
2020,12,김치,5484
2020,12,깐마늘,81593
2020,12,깐양파,49192
2020,12,깻잎,29526
2020,12,냉이,3476
2020,12,늙은호박,59733
2020,12,다발무,103106
2020,12,단감,322393
2020,12,단호박,19527
2020,12,달래,5639
2020,12,당근,380196
2020,12,대추,8666
2020,12,대파,793678
2020,12,더덕,719
2020,12,도라지,6350
2020,12,돈나물,2336
2020,12,돌나물,2190
2020,12,두릅,6928
2020,12,따리,17915
2020,12,딸기,225370
2020,12,레몬,3303
2020,12,마,1492
2020,12,마늘,220436
2020,12,마늘 쫑,2650
2020,12,매실,2144
2020,12,메론,343166
2020,12,모둠쌈,19484
2020,12,무,608072
2020,12,무화과,5416
2020,12,물미역(청과),3666
2020,12,미나리,9705
2020,12,바나나,43704
2020,12,바나나 국산,1388
2020,12,밤,80939
2020,12,방울,11888
2020,12,방울양배추,2076
2020,12,배,218672
2020,12,배추,407570
2020,12,배추얼갈이,22852
2020,12,버섯,657338
2020,12,보리,1013
2020,12,복수박,29278
2020,12,복숭아,125837
2020,12,부추,25362
2020,12,브로코리,69727
2020,12,브로콜리,49728
2020,12,블루베리,6276
2020,12,비트,118091
2020,12,빨간양배추,10949
2020,12,사과,675051
2020,12,산딸기,5976
2020,12,상추,64410
2020,12,새싹채소,290
2020,12,생강,3980
2020,12,석류,3303
2020,12,세러리,352
2020,12,수박,1993606
2020,12,수입과일,219890
2020,12,숙주,22741
2020,12,시금치,143482
2020,12,신선초,352
2020,12,쌈채,1923
2020,12,쌈추,3733
2020,12,쑥갓,937
2020,12,애플수박,10326
2020,12,애호박,110899
2020,12,양배추,560191
2020,12,양상추,138759
2020,12,양파,868117
2020,12,얼갈이,1034
2020,12,연근,843
2020,12,열무,10237
2020,12,열무 얼갈이,14061
2020,12,오렌지,3303
2020,12,오이,182354
2020,12,완두콩,11737
2020,12,우엉,4424
2020,12,유자,3
2020,12,인삼,683
2020,12,잎마늘,458
2020,12,자두,31022
2020,12,자몽,3303
2020,12,적양배추,1557
2020,12,쪽파,26531
2020,12,찰옥수수,26665
2020,12,참나물,2683
2020,12,참다래 국산,36063
2020,12,참외,13254
2020,12,청경채,2809
2020,12,청양고추,8965
2020,12,체리,1734
2020,12,취나물,1392
2020,12,츄키니,7583
2020,12,케일,352
2020,12,콜라비,4093
2020,12,콩나물,134002
2020,12,토마토,675470
2020,12,토마토(방울),250682
2020,12,파세리,12403
2020,12,파인애플,48560
2020,12,파채,4466
2020,12,파프리카,254997
2020,12,포도,350571
2020,12,풋고추,22801
2020,12,풋옥수수,19575
2020,12,피망,1291
2020,12,호박,267022
2020,12,홍갓,3522
2020,12,홍고추,715
2020,01,가지,117908
2020,01,감,77972
2020,01,감귤,112655
2020,01,감자,236099
2020,01,갓,223
2020,01,건가지,672
2020,01,건취나물,985
2020,01,고구마,401654
2020,01,고구마순,848
2020,01,고사리,5550
2020,01,고추,102896
2020,01,곶감,6800
2020,01,근대,26402
2020,01,기장,124
2020,01,깐마늘,89059
2020,01,깐양파,26261
2020,01,깻잎,15130
2020,01,냉이,3232
2020,01,늙은호박,28126
2020,01,다발무,326102
2020,01,단감,192110
2020,01,단호박,6413
2020,01,달래,4326
2020,01,당근,292028
2020,01,대추,14834
2020,01,대파,415206
2020,01,더덕,1610
2020,01,도라지,9104
2020,01,돈나물,1662
2020,01,돌나물,2342
2020,01,두릅,6833
2020,01,따리,31604
2020,01,딸기,199685
2020,01,레몬,2508
2020,01,마,8776
2020,01,마늘,162809
2020,01,마늘 쫑,9284
2020,01,매실,1143
2020,01,메론,251156
2020,01,모둠쌈,2720
2020,01,무,419063
2020,01,무화과,316843
2020,01,물미역(청과),5176
2020,01,미나리,11410
2020,01,바나나,16187
