NTN_CODE,YR_INFO_CN,BASE_MM,BSIS_IVTY_QY,PDTN_QY,IMPT_QY,EPOT_QY,CSP_QY,TMED_IVTY_QY,DMTC_CSP_QY,SPLY_QY,PDLT_CODE,PDLT_NM,MDFCN_YMD,ETL_LDG_DT
046,2017/18,03,111.05,129.77,4,1,117,126.82,0,0,0102,¹Ð,20180309,20210419165432
170,2017/18,02,4.33,26.5,0.03,1,25,4.86,0,0,0102,¹Ð,20180309,20210419165432
170,2017/18,03,4.35,26.5,0.03,1.2,25,4.68,0,0,0102,¹Ð,20180309,20210419165432
100,2017/18,02,9.8,98.38,2,0.5,100,9.68,0,0,0102,¹Ð,20180309,20210419165432
100,2017/18,03,9.8,98.51,1.5,0.5,98,11.31,0,0,0102,¹Ð,20180309,20210419165432
181,2017/18,02,10.83,85,0.5,36,45,15.33,0,0,0102,¹Ð,20180309,20210419165432
181,2017/18,03,10.83,84.99,0.5,37.5,45,13.82,0,0,0102,¹Ð,20180309,20210419165432
218,2017/18,02,1.77,26.98,0.03,17,9.9,1.88,0,0,0102,¹Ð,20180309,20210419165432
218,2017/18,03,1.77,26.98,0.03,17.2,9.9,1.68,0,0,0102,¹Ð,20180309,20210419165432
248,2015/16,04,218.69,735.21,170.19,172.84,711.16,242.74,0,0,0102,¹Ð,20180411,20210419165432
221,2015/16,04,20.48,56.12,3.07,21.17,31.94,26.55,0,0,0102,¹Ð,20180411,20210419165432
011,2015/16,04,4.8,11.3,0.01,9.6,5.7,0.82,0,0,0102,¹Ð,20180411,20210419165432
036,2015/16,04,7.1,27.59,0.51,22.11,7.92,5.18,0,0,0102,¹Ð,20180411,20210419165432
029,2015/16,04,0.87,5.54,6.75,1.06,11.1,1,0,0,0102,¹Ð,20180411,20210419165432
170,2015/16,04,3.71,25.09,0.02,0.6,24.4,3.82,0,0,0102,¹Ð,20180411,20210419165432
100,2015/16,04,17.22,86.53,0.47,1.13,88.55,14.54,0,0,0102,¹Ð,20180411,20210419165432
218,2015/16,04,5.68,27.27,0.03,17.43,12.2,3.35,0,0,0102,¹Ð,20180411,20210419165432
221,2016/17,04,26.55,62.83,3.22,28.72,31.75,32.13,0,0,0102,¹Ð,20180411,20210419165432
036,2016/17,04,5.18,31.73,0.5,20.16,10.42,6.84,0,0,0102,¹Ð,20180411,20210419165432
046,2016/17,04,97.04,128.85,4.41,0.75,118.5,111.05,0,0,0102,¹Ð,20180411,20210419165432
100,2016/17,04,14.54,87,5.9,0.52,97.12,9.8,0,0,0102,¹Ð,20180411,20210419165432
248,2017/18,03,252.6,758.79,181.75,182.03,742.5,268.89,0,0,0102,¹Ð,20180411,20210419165432
221,2017/18,04,32.13,47.37,4.22,25.17,29.58,28.96,0,0,0102,¹Ð,20180411,20210419165432
011,2017/18,04,0.25,18,0.01,12.8,5.2,0.26,0,0,0102,¹Ð,20180411,20210419165432
014,2017/18,04,4.37,21.5,0.15,16,6.8,3.22,0,0,0102,¹Ð,20180411,20210419165432
036,2017/18,04,6.84,30,0.5,22.5,8.7,6.14,0,0,0102,¹Ð,20180411,20210419165432
247,2017/18,04,10.77,151.6,5.5,24,130.9,12.97,0,0,0102,¹Ð,20180411,20210419165432
029,2017/18,04,2.26,4.26,7.3,0.3,12,1.52,0,0,0102,¹Ð,20180411,20210419165432
046,2017/18,04,111.05,129.77,4,1,117,126.82,0,0,0102,¹Ð,20180411,20210419165432
170,2017/18,03,4.35,26.5,0.03,1.2,25,4.68,0,0,0102,¹Ð,20180411,20210419165432
100,2017/18,03,9.8,98.51,1.5,0.5,98,11.31,0,0,0102,¹Ð,20180411,20210419165432
181,2017/18,03,10.83,84.99,0.5,37.5,45,13.82,0,0,0102,¹Ð,20180411,20210419165432
181,2017/18,04,10.83,84.99,0.5,38.5,45,12.72,0,0,0102,¹Ð,20180411,20210419165432
218,2017/18,03,1.77,26.98,0.03,17.2,9.9,1.68,0,0,0102,¹Ð,20180411,20210419165432
014,2015/16,04,4.67,22.28,0.15,16.12,7.13,3.85,0,0,0102,¹Ð,20180411,20210419165432
247,2015/16,04,12.7,160.48,6.92,34.69,129.85,15.56,0,0,0102,¹Ð,20180411,20210419165432
046,2015/16,04,76.11,130.19,3.48,0.73,112,97.04,0,0,0102,¹Ð,20180411,20210419165432
181,2015/16,04,6.29,61.04,0.82,25.54,37,5.61,0,0,0102,¹Ð,20180411,20210419165432
248,2016/17,04,242.74,750.68,179.21,183.28,738.83,254.6,0,0,0102,¹Ð,20180411,20210419165432
011,2016/17,04,0.82,18.4,0,13.83,5.15,0.25,0,0,0102,¹Ð,20180411,20210419165432
014,2016/17,04,3.85,30.36,0.14,22.64,7.35,4.37,0,0,0102,¹Ð,20180411,20210419165432
247,2016/17,04,15.56,145.25,5.29,27.32,128,10.77,0,0,0102,¹Ð,20180411,20210419165432
029,2016/17,04,1,6.73,7.35,0.62,12.2,2.26,0,0,0102,¹Ð,20180411,20210419165432
170,2016/17,04,3.82,25.63,0,0.6,24.5,4.35,0,0,0102,¹Ð,20180411,20210419165432
181,2016/17,04,5.61,72.53,0.5,27.81,40,10.83,0,0,0102,¹Ð,20180411,20210419165432
218,2016/17,04,3.35,26.79,0.04,18.11,10.3,1.77,0,0,0102,¹Ð,20180411,20210419165432
248,2017/18,04,254.6,759.75,181.81,182.01,743.13,271.22,0,0,0102,¹Ð,20180411,20210419165432
221,2017/18,03,32.13,47.37,4.22,25.17,30.4,28.15,0,0,0102,¹Ð,20180411,20210419165432
011,2017/18,03,0.25,18,0.01,12.5,5.5,0.26,0,0,0102,¹Ð,20180411,20210419165432
014,2017/18,03,4.37,21.5,0.15,16,6.8,3.22,0,0,0102,¹Ð,20180411,20210419165432
036,2017/18,03,6.84,30,0.5,22.5,8.7,6.14,0,0,0102,¹Ð,20180411,20210419165432
247,2017/18,03,10.77,151.6,5.5,25,128.75,14.12,0,0,0102,¹Ð,20180411,20210419165432
029,2017/18,03,2.26,4.26,7.8,0.6,12.1,1.62,0,0,0102,¹Ð,20180411,20210419165432
046,2017/18,03,111.05,129.77,4,1,117,126.82,0,0,0102,¹Ð,20180411,20210419165432
170,2017/18,04,4.35,26.6,0.03,1.2,25,4.78,0,0,0102,¹Ð,20180411,20210419165432
100,2017/18,04,9.8,98.51,1.5,0.5,97.31,12,0,0,0102,¹Ð,20180411,20210419165432
218,2017/18,04,1.77,26.98,0.03,17.2,9.9,1.68,0,0,0102,¹Ð,20180411,20210419165432
011,2016/17,05,0.82,18.4,0,13.83,5.15,0.25,0,0,0102,¹Ð,20180524,20210419165432
014,2016/17,05,3.85,30.36,0.14,22.64,7.35,4.37,0,0,0102,¹Ð,20180524,20210419165432
247,2016/17,05,15.56,145.37,5.29,27.32,128,10.89,0,0,0102,¹Ð,20180524,20210419165432
046,2016/17,05,97.04,128.85,4.41,0.75,118.5,111.05,0,0,0102,¹Ð,20180524,20210419165432
100,2016/17,05,14.54,87,5.9,0.52,97.12,9.8,0,0,0102,¹Ð,20180524,20210419165432
218,2016/17,05,3.35,26.79,0.04,18.11,10.3,1.77,0,0,0102,¹Ð,20180524,20210419165432
248,2017/18,05,255.89,758.38,181.35,182.05,743.81,270.46,0,0,0102,¹Ð,20180524,20210419165432
221,2017/18,05,32.13,47.37,4.22,24.77,29.83,29.13,0,0,0102,¹Ð,20180524,20210419165432
011,2017/18,05,0.25,18,0.01,12.8,5.2,0.25,0,0,0102,¹Ð,20180524,20210419165432
014,2017/18,05,4.37,21.5,0.15,15,6.8,4.22,0,0,0102,¹Ð,20180524,20210419165432
036,2017/18,05,6.84,30,0.5,23,9,5.34,0,0,0102,¹Ð,20180524,20210419165432
247,2017/18,05,10.89,151.58,5.5,24,130.9,13.07,0,0,0102,¹Ð,20180524,20210419165432
029,2017/18,05,2.26,4.26,7.1,0.3,12,1.32,0,0,0102,¹Ð,20180524,20210419165432
046,2017/18,05,111.05,129.77,4,1,117,126.82,0,0,0102,¹Ð,20180524,20210419165432
170,2017/18,05,4.35,26.67,0.03,1.2,25,4.86,0,0,0102,¹Ð,20180524,20210419165432
100,2017/18,05,9.8,98.51,1.17,0.41,97.31,11.75,0,0,0102,¹Ð,20180524,20210419165432
181,2017/18,05,10.83,84.99,0.4,39.5,45,11.72,0,0,0102,¹Ð,20180524,20210419165432
218,2017/18,05,1.77,26.98,0.05,17.2,9.9,1.7,0,0,0102,¹Ð,20180524,20210419165432
248,2018/19,04,0,0,0,0,0,0,0,0,0102,¹Ð,20180524,20210419165432
248,2018/19,05,270.46,759.75,181.81,182.01,743.13,271.22,0,0,0102,¹Ð,20180524,20210419165432
221,2018/19,04,0,0,0,0,0,0,0,0,0102,¹Ð,20180524,20210419165432
221,2018/19,05,29.13,47.37,4.22,25.17,29.58,28.96,0,0,0102,¹Ð,20180524,20210419165432
248,2016/17,05,244.24,750.49,179.14,183.28,738.84,255.89,0,0,0102,¹Ð,20180524,20210419165432
221,2016/17,05,26.55,62.83,3.22,28.72,31.75,32.13,0,0,0102,¹Ð,20180524,20210419165432
036,2016/17,05,5.18,32.14,0.5,20.16,10.83,6.84,0,0,0102,¹Ð,20180524,20210419165432
029,2016/17,05,1,6.73,7.35,0.62,12.2,2.26,0,0,0102,¹Ð,20180524,20210419165432
170,2016/17,05,3.82,25.63,0,0.6,24.5,4.35,0,0,0102,¹Ð,20180524,20210419165432
181,2016/17,05,5.61,72.53,0.5,27.81,40,10.83,0,0,0102,¹Ð,20180524,20210419165432
011,2018/19,04,0,0,0,0,0,0,0,0,0102,¹Ð,20180524,20210419165432
011,2018/19,05,0.25,18,0.01,12.8,5.2,0.26,0,0,0102,¹Ð,20180524,20210419165432
014,2018/19,04,0,0,0,0,0,0,0,0,0102,¹Ð,20180524,20210419165432
014,2018/19,05,4.22,21.5,0.15,16,6.8,3.22,0,0,0102,¹Ð,20180524,20210419165432
036,2018/19,04,0,0,0,0,0,0,0,0,0102,¹Ð,20180524,20210419165432
036,2018/19,05,5.34,30,0.5,22.5,8.7,6.14,0,0,0102,¹Ð,20180524,20210419165432
247,2018/19,04,0,0,0,0,0,0,0,0,0102,¹Ð,20180524,20210419165432
247,2018/19,05,13.07,151.6,5.5,24,130.9,12.97,0,0,0102,¹Ð,20180524,20210419165432
029,2018/19,04,0,0,0,0,0,0,0,0,0102,¹Ð,20180524,20210419165432
029,2018/19,05,2.26,4.26,7.3,0.3,12,1.52,0,0,0102,¹Ð,20180524,20210419165432
046,2018/19,04,0,0,0,0,0,0,0,0,0102,¹Ð,20180524,20210419165432
046,2018/19,05,111.05,129.77,4,1,117,126.82,0,0,0102,¹Ð,20180524,20210419165432
170,2018/19,04,0,0,0,0,0,0,0,0,0102,¹Ð,20180524,20210419165432
170,2018/19,05,4.35,26.6,0.03,1.2,25,4.78,0,0,0102,¹Ð,20180524,20210419165432
100,2018/19,04,0,0,0,0,0,0,0,0,0102,¹Ð,20180524,20210419165432
100,2018/19,05,9.8,98.51,1.5,0.5,97.31,12,0,0,0102,¹Ð,20180524,20210419165432
181,2018/19,04,0,0,0,0,0,0,0,0,0102,¹Ð,20180524,20210419165432
181,2018/19,05,10.83,84.99,0.5,38.5,45,12.72,0,0,0102,¹Ð,20180524,20210419165432
218,2018/19,04,0,0,0,0,0,0,0,0,0102,¹Ð,20180524,20210419165432
218,2018/19,05,1.77,26.98,0.03,17.2,9.9,1.68,0,0,0102,¹Ð,20180524,20210419165432
011,2016/17,06,0.82,18.4,0,13.83,5.15,0.25,0,0,0102,¹Ð,20180614,20210419165432
014,2016/17,06,3.85,31.82,0.14,22.64,7.45,5.72,0,0,0102,¹Ð,20180614,20210419165432
029,2016/17,06,1,6.73,7.35,0.62,12.2,2.26,0,0,0102,¹Ð,20180614,20210419165432
170,2016/17,06,3.82,25.63,0,0.6,24.5,4.35,0,0,0102,¹Ð,20180614,20210419165432
218,2016/17,06,3.35,26.79,0.04,18.11,10.3,1.77,0,0,0102,¹Ð,20180614,20210419165432
221,2017/18,06,32.13,47.37,4.22,24.49,29.83,29.4,0,0,0102,¹Ð,20180614,20210419165432
036,2017/18,06,6.91,30,0.5,23,9,5.41,0,0,0102,¹Ð,20180614,20210419165432
046,2017/18,06,111.05,129.77,4,1,117,126.82,0,0,0102,¹Ð,20180614,20210419165432
100,2017/18,06,9.8,98.51,1.17,0.44,95.83,13.2,0,0,0102,¹Ð,20180614,20210419165432
248,2018/19,05,270.46,747.76,184.86,188.43,753.89,264.33,0,0,0102,¹Ð,20180614,20210419165432
221,2018/19,05,29.13,49.57,3.67,25.17,31.22,25.98,0,0,0102,¹Ð,20180614,20210419165432
011,2018/19,05,0.25,19.5,0.01,14.2,5.3,0.26,0,0,0102,¹Ð,20180614,20210419165432
014,2018/19,05,4.22,24,0.15,17,7.2,4.17,0,0,0102,¹Ð,20180614,20210419165432
014,2018/19,06,5.1,24,0.15,17,7.5,4.75,0,0,0102,¹Ð,20180614,20210419165432
036,2018/19,06,5.41,32.5,0.5,23.5,9.6,5.31,0,0,0102,¹Ð,20180614,20210419165432
247,2018/19,05,13.07,150.4,5.5,29,129.5,10.47,0,0,0102,¹Ð,20180614,20210419165432
029,2018/19,05,1.32,4.9,7.5,0.3,12.2,1.22,0,0,0102,¹Ð,20180614,20210419165432
046,2018/19,06,126.82,129,4,1.2,120,138.62,0,0,0102,¹Ð,20180614,20210419165432
170,2018/19,06,4.83,25.5,0.01,1,25.3,4.04,0,0,0102,¹Ð,20180614,20210419165432
181,2018/19,06,10.72,68.5,0.5,35,39.5,5.22,0,0,0102,¹Ð,20180614,20210419165432
218,2018/19,06,1.7,26.5,0.03,17,9.6,1.63,0,0,0102,¹Ð,20180614,20210419165432
248,2016/17,06,244.24,751.99,179.14,183.28,738.91,257.33,0,0,0102,¹Ð,20180614,20210419165432
036,2016/17,06,5.18,32.14,0.5,20.16,10.75,6.91,0,0,0102,¹Ð,20180614,20210419165432
181,2016/17,06,5.61,72.53,0.5,27.81,40,10.83,0,0,0102,¹Ð,20180614,20210419165432
014,2017/18,06,5.72,21.5,0.15,15,7.28,5.1,0,0,0102,¹Ð,20180614,20210419165432
029,2017/18,06,2.26,4.26,7.1,0.3,12,1.32,0,0,0102,¹Ð,20180614,20210419165432
218,2017/18,06,1.77,26.98,0.05,17.2,9.9,1.7,0,0,0102,¹Ð,20180614,20210419165432
011,2018/19,06,0.25,19.5,0.01,14.2,5.3,0.26,0,0,0102,¹Ð,20180614,20210419165432
029,2018/19,06,1.32,4.9,7.5,0.3,12.2,1.22,0,0,0102,¹Ð,20180614,20210419165432
100,2018/19,06,13.2,97,0.5,0.4,98,12.3,0,0,0102,¹Ð,20180614,20210419165432
218,2018/19,05,1.7,26.5,0.03,17,9.6,1.63,0,0,0102,¹Ð,20180614,20210419165432
221,2016/17,06,26.55,62.83,3.22,28.72,31.75,32.13,0,0,0102,¹Ð,20180614,20210419165432
247,2016/17,06,15.56,145.37,5.29,27.32,128,10.89,0,0,0102,¹Ð,20180614,20210419165432
046,2016/17,06,97.04,128.85,4.41,0.75,118.5,111.05,0,0,0102,¹Ð,20180614,20210419165432
100,2016/17,06,14.54,87,5.9,0.52,97.12,9.8,0,0,0102,¹Ð,20180614,20210419165432
248,2017/18,06,257.33,758.22,181.26,182.8,743.18,272.37,0,0,0102,¹Ð,20180614,20210419165432
011,2017/18,06,0.25,18,0.01,12.8,5.2,0.25,0,0,0102,¹Ð,20180614,20210419165432
247,2017/18,06,10.89,151.58,5.5,24,130.9,13.07,0,0,0102,¹Ð,20180614,20210419165432
170,2017/18,06,4.35,26.67,0.01,1.2,25,4.83,0,0,0102,¹Ð,20180614,20210419165432
181,2017/18,06,10.83,84.99,0.4,40.5,45,10.72,0,0,0102,¹Ð,20180614,20210419165432
248,2018/19,06,272.37,744.69,183.68,187.32,750.9,266.16,0,0,0102,¹Ð,20180614,20210419165432
221,2018/19,06,29.4,49.74,3.67,25.86,31.22,25.74,0,0,0102,¹Ð,20180614,20210419165432
036,2018/19,05,5.34,32.5,0.5,23.5,9.6,5.24,0,0,0102,¹Ð,20180614,20210419165432
247,2018/19,06,13.07,149.4,5.5,29,128.5,10.47,0,0,0102,¹Ð,20180614,20210419165432
046,2018/19,05,126.82,129,4,1.2,120,138.62,0,0,0102,¹Ð,20180614,20210419165432
170,2018/19,05,4.86,25.5,0.03,1,25.3,4.09,0,0,0102,¹Ð,20180614,20210419165432
100,2018/19,05,11.75,95,2,0.4,98,10.35,0,0,0102,¹Ð,20180614,20210419165432
181,2018/19,05,11.72,72,0.5,36.5,42,5.72,0,0,0102,¹Ð,20180614,20210419165432
248,2016/17,07,244.28,751.99,179.1,183.16,738.94,257.34,0,0,0102,¹Ð,20180713,20210419165432
221,2016/17,07,26.55,62.83,3.21,28.6,31.86,32.13,0,0,0102,¹Ð,20180713,20210419165432
011,2016/17,07,0.82,18.4,0,13.83,5.15,0.25,0,0,0102,¹Ð,20180713,20210419165432
014,2016/17,07,3.85,31.82,0.14,22.64,7.45,5.72,0,0,0102,¹Ð,20180713,20210419165432
036,2016/17,07,5.18,32.14,0.5,20.16,10.75,6.91,0,0,0102,¹Ð,20180713,20210419165432
247,2016/17,07,15.56,145.37,5.3,27.32,128,10.91,0,0,0102,¹Ð,20180713,20210419165432
029,2016/17,07,1,6.73,7.35,0.62,12.2,2.26,0,0,0102,¹Ð,20180713,20210419165432
046,2016/17,07,97.04,128.85,4.41,0.75,118.5,111.05,0,0,0102,¹Ð,20180713,20210419165432
170,2016/17,07,3.82,25.63,0,0.6,24.5,4.35,0,0,0102,¹Ð,20180713,20210419165432
100,2016/17,07,14.54,87,5.9,0.52,97.12,9.8,0,0,0102,¹Ð,20180713,20210419165432
181,2016/17,07,5.61,72.53,0.5,27.81,40,10.83,0,0,0102,¹Ð,20180713,20210419165432
218,2016/17,07,3.35,26.79,0.04,18.11,10.3,1.77,0,0,0102,¹Ð,20180713,20210419165432
248,2017/18,07,257.34,757.92,180.98,181.86,741.75,273.5,0,0,0102,¹Ð,20180713,20210419165432
221,2017/18,07,32.13,47.37,4.28,24.52,29.32,29.95,0,0,0102,¹Ð,20180713,20210419165432
011,2017/18,07,0.25,18,0.01,12,5.55,0.7,0,0,0102,¹Ð,20180713,20210419165432
014,2017/18,07,5.72,21.3,0.15,15,7.28,4.9,0,0,0102,¹Ð,20180713,20210419165432
036,2017/18,07,6.91,30,0.5,22.8,9,5.61,0,0,0102,¹Ð,20180713,20210419165432
247,2017/18,07,10.91,151.58,5.6,23.3,130.4,14.39,0,0,0102,¹Ð,20180713,20210419165432
029,2017/18,07,2.26,4.26,7,0.25,12,1.27,0,0,0102,¹Ð,20180713,20210419165432
046,2017/18,07,111.05,129.77,4,1,117,126.82,0,0,0102,¹Ð,20180713,20210419165432
170,2017/18,07,4.35,26.67,0.01,1.2,25,4.83,0,0,0102,¹Ð,20180713,20210419165432
100,2017/18,07,9.8,98.51,1.17,0.44,95.83,13.2,0,0,0102,¹Ð,20180713,20210419165432
181,2017/18,07,10.83,84.99,0.4,41,45,10.22,0,0,0102,¹Ð,20180713,20210419165432
218,2017/18,07,1.77,26.98,0.05,17.5,9.9,1.4,0,0,0102,¹Ð,20180713,20210419165432
248,2018/19,06,272.37,744.69,183.68,187.32,750.9,266.16,0,0,0102,¹Ð,20180713,20210419165432
248,2018/19,07,272.5,736.26,182.69,185.45,748.87,260.88,0,0,0102,¹Ð,20180713,20210419165432
221,2018/19,06,29.4,49.74,3.67,25.86,31.22,25.74,0,0,0102,¹Ð,20180713,20210419165432
221,2018/19,07,29.95,51.21,3.67,26.54,31.49,26.8,0,0,0102,¹Ð,20180713,20210419165432
011,2018/19,06,0.25,19.5,0.01,14.2,5.3,0.26,0,0,0102,¹Ð,20180713,20210419165432
011,2018/19,07,0.7,19.5,0.01,14.2,5.7,0.31,0,0,0102,¹Ð,20180713,20210419165432
014,2018/19,06,5.1,24,0.15,17,7.5,4.75,0,0,0102,¹Ð,20180713,20210419165432
014,2018/19,07,4.9,22,0.15,16,8.1,2.95,0,0,0102,¹Ð,20180713,20210419165432
036,2018/19,06,5.41,32.5,0.5,23.5,9.6,5.31,0,0,0102,¹Ð,20180713,20210419165432
036,2018/19,07,5.61,32.5,0.5,24.5,9.1,5.01,0,0,0102,¹Ð,20180713,20210419165432
247,2018/19,06,13.07,149.4,5.5,29,128.5,10.47,0,0,0102,¹Ð,20180713,20210419165432
247,2018/19,07,14.39,145,5.5,27.5,127,10.39,0,0,0102,¹Ð,20180713,20210419165432
029,2018/19,06,1.32,4.9,7.5,0.3,12.2,1.22,0,0,0102,¹Ð,20180713,20210419165432
029,2018/19,07,1.27,4.9,7.5,0.3,12.2,1.17,0,0,0102,¹Ð,20180713,20210419165432
046,2018/19,06,126.82,129,4,1.2,120,138.62,0,0,0102,¹Ð,20180713,20210419165432
046,2018/19,07,126.82,128,4.5,1.2,122,136.12,0,0,0102,¹Ð,20180713,20210419165432
170,2018/19,06,4.83,25.5,0.01,1,25.3,4.04,0,0,0102,¹Ð,20180713,20210419165432
170,2018/19,07,4.83,25.5,0.01,1,25.3,4.04,0,0,0102,¹Ð,20180713,20210419165432
100,2018/19,06,13.2,97,0.5,0.4,98,12.3,0,0,0102,¹Ð,20180713,20210419165432
100,2018/19,07,13.2,97,0.5,0.4,98,12.3,0,0,0102,¹Ð,20180713,20210419165432
181,2018/19,06,10.72,68.5,0.5,35,39.5,5.22,0,0,0102,¹Ð,20180713,20210419165432
218,2018/19,06,1.7,26.5,0.03,17,9.6,1.63,0,0,0102,¹Ð,20180713,20210419165432
218,2018/19,07,1.4,26.5,0.03,16.5,9.4,1.03,0,0,0102,¹Ð,20180713,20210419165432
181,2018/19,07,10.22,67,0.6,34,39,4.82,0,0,0102,¹Ð,20180713,20210419165432
248,2016/17,08,244.22,751.99,179.1,183.27,739.03,257.19,0,0,0102,¹Ð,20180813,20210419165432
221,2016/17,08,26.55,62.83,3.21,28.6,31.86,32.13,0,0,0102,¹Ð,20180813,20210419165432
011,2016/17,08,0.82,18.4,0,13.83,5.15,0.25,0,0,0102,¹Ð,20180813,20210419165432
014,2016/17,08,3.85,31.82,0.14,22.64,7.45,5.72,0,0,0102,¹Ð,20180813,20210419165432
036,2016/17,08,5.18,32.14,0.5,20.16,10.75,6.91,0,0,0102,¹Ð,20180813,20210419165432
247,2016/17,08,15.49,145.37,5.3,27.43,128,10.73,0,0,0102,¹Ð,20180813,20210419165432
029,2016/17,08,1,6.73,7.35,0.62,12.2,2.26,0,0,0102,¹Ð,20180813,20210419165432
046,2016/17,08,97.04,128.85,4.41,0.75,118.5,111.05,0,0,0102,¹Ð,20180813,20210419165432
170,2016/17,08,3.82,25.63,0,0.6,24.5,4.35,0,0,0102,¹Ð,20180813,20210419165432
100,2016/17,08,14.54,87,5.9,0.52,97.12,9.8,0,0,0102,¹Ð,20180813,20210419165432
181,2016/17,08,5.61,72.53,0.5,27.81,40,10.83,0,0,0102,¹Ð,20180813,20210419165432
218,2016/17,08,3.35,26.79,0.04,18.11,10.3,1.77,0,0,0102,¹Ð,20180813,20210419165432
248,2017/18,08,257.19,758.02,181.64,182.64,742.13,273.07,0,0,0102,¹Ð,20180813,20210419165432
221,2017/18,08,32.13,47.37,4.28,24.52,29.32,29.95,0,0,0102,¹Ð,20180813,20210419165432
011,2017/18,08,0.25,18,0.01,12,5.55,0.7,0,0,0102,¹Ð,20180813,20210419165432
014,2017/18,08,5.72,21.3,0.15,15,7.28,4.9,0,0,0102,¹Ð,20180813,20210419165432
036,2017/18,08,6.91,30,0.45,22.1,9.3,5.96,0,0,0102,¹Ð,20180813,20210419165432
247,2017/18,08,10.73,151.68,5.6,23.5,130.4,14.12,0,0,0102,¹Ð,20180813,20210419165432
029,2017/18,08,2.26,4.26,7,0.25,12,1.27,0,0,0102,¹Ð,20180813,20210419165432
046,2017/18,08,111.05,129.77,4,0.79,117,126.82,0,0,0102,¹Ð,20180813,20210419165432
170,2017/18,08,4.35,26.67,0.01,1.2,25,4.83,0,0,0102,¹Ð,20180813,20210419165432
100,2017/18,08,9.8,98.51,1.17,0.44,95.83,13.2,0,0,0102,¹Ð,20180813,20210419165432
218,2017/18,08,1.77,26.98,0.06,17.5,9.9,1.41,0,0,0102,¹Ð,20180813,20210419165432
248,2018/19,07,273.5,736.26,182.69,185.45,748.87,260.88,0,0,0102,¹Ð,20180813,20210419165432
221,2018/19,07,29.95,51.21,3.67,26.54,31.49,26.8,0,0,0102,¹Ð,20180813,20210419165432
011,2018/19,07,0.7,19.5,0.01,14.2,5.7,0.31,0,0,0102,¹Ð,20180813,20210419165432
014,2018/19,07,4.9,22,0.15,16,8.1,2.95,0,0,0102,¹Ð,20180813,20210419165432
036,2018/19,07,5.61,32.5,0.5,24.5,9.1,5.01,0,0,0102,¹Ð,20180813,20210419165432
036,2018/19,08,5.96,32.5,0.45,24.5,9.4,5.01,0,0,0102,¹Ð,20180813,20210419165432
170,2018/19,08,4.83,26.3,0.01,1,25.3,4.64,0,0,0102,¹Ð,20180813,20210419165432
181,2018/19,07,10.22,67,0.6,34,39,4.82,0,0,0102,¹Ð,20180813,20210419165432
181,2017/18,08,10.83,84.99,0.4,42,45,9.22,0,0,0102,¹Ð,20180813,20210419165432
248,2018/19,08,273.07,729.63,181.68,183.87,743.74,258.96,0,0,0102,¹Ð,20180813,20210419165432
221,2018/19,08,29.95,51.08,3.67,27.9,31.35,25.45,0,0,0102,¹Ð,20180813,20210419165432
011,2018/19,08,0.7,19.5,0.01,14.2,5.7,0.31,0,0,0102,¹Ð,20180813,20210419165432
014,2018/19,08,4.9,22,0.15,16,8.1,2.95,0,0,0102,¹Ð,20180813,20210419165432
247,2018/19,07,14.39,145,5.5,27.5,127,10.39,0,0,0102,¹Ð,20180813,20210419165432
029,2018/19,07,1.27,4.9,7.5,0.3,12.2,1.17,0,0,0102,¹Ð,20180813,20210419165432
029,2018/19,08,1.27,4.7,7.5,0.3,12.1,1.07,0,0,0102,¹Ð,20180813,20210419165432
046,2018/19,07,126.82,128,4.5,1.2,122,136.12,0,0,0102,¹Ð,20180813,20210419165432
170,2018/19,07,4.83,25.5,0.01,1,25.3,4.04,0,0,0102,¹Ð,20180813,20210419165432
100,2018/19,08,13.2,97,0.5,0.4,98,12.3,0,0,0102,¹Ð,20180813,20210419165432
218,2018/19,07,1.4,25.5,0.03,16.5,9.4,1.03,0,0,0102,¹Ð,20180813,20210419165432
247,2018/19,08,14.12,137.5,5.5,23,124,10.12,0,0,0102,¹Ð,20180813,20210419165432
046,2018/19,08,126.82,128,4.5,1.2,122,136.12,0,0,0102,¹Ð,20180813,20210419165432
100,2018/19,07,13.2,97,0.5,0.4,98,12.3,0,0,0102,¹Ð,20180813,20210419165432
181,2018/19,08,9.22,68,0.6,35,38,4.82,0,0,0102,¹Ð,20180813,20210419165432
218,2018/19,08,1.41,25.5,0.03,16.5,9.2,1.24,0,0,0102,¹Ð,20180813,20210419165432
221,2016/17,09,26.55,62.83,3.21,28.6,31.86,32.13,0,0,0102,¹Ð,20180913,20210419165432
036,2016/17,09,5.18,32.14,0.5,20.16,10.8,6.86,0,0,0102,¹Ð,20180913,20210419165432
029,2016/17,09,1,6.73,7.35,0.62,12.2,2.26,0,0,0102,¹Ð,20180913,20210419165432
170,2016/17,09,3.82,25.63,0,0.6,24.5,4.35,0,0,0102,¹Ð,20180913,20210419165432
181,2016/17,09,5.61,72.53,0.5,27.81,40,10.83,0,0,0102,¹Ð,20180913,20210419165432
248,2017/18,09,257.09,758.27,179.59,181.4,741.01,274.36,0,0,0102,¹Ð,20180913,20210419165432
011,2017/18,09,0.25,18,0.01,12,5.55,0.7,0,0,0102,¹Ð,20180913,20210419165432
248,2016/17,09,244.21,752.08,179.11,183.34,739.2,257.09,0,0,0102,¹Ð,20180913,20210419165432
