NTN_CODE,YR_INFO_CN,BASE_MM,BSIS_IVTY_QY,PDTN_QY,IMPT_QY,EPOT_QY,CSP_QY,TMED_IVTY_QY,DMTC_CSP_QY,SPLY_QY,PDLT_CODE,PDLT_NM,MDFCN_YMD,ETL_LDG_DT
046,2016/17,07,96.8,130,3.5,0.8,117,112.5,0,0,0102,¹Ð,20160817,20210419165432
100,2016/17,07,14.5,88,2,0.4,93.1,11,0,0,0102,¹Ð,20160817,20210419165432
100,2016/17,08,14.5,88,2,0.4,93.1,11,0,0,0102,¹Ð,20160817,20210419165432
181,2016/17,08,5.63,72,0.5,30,38.5,9.63,0,0,0102,¹Ð,20160817,20210419165432
218,2016/17,07,3,25,0.05,12.5,12.5,3.05,0,0,0102,¹Ð,20160817,20210419165432
218,2016/17,08,2.8,27,0.05,14.5,12.5,2.85,0,0,0102,¹Ð,20160817,20210419165432
181,2016/17,07,6.13,65,0.5,25.5,37.5,8.63,0,0,0102,¹Ð,20160817,20210419165432
248,2014/15,09,193.84,727.87,159.1,164.42,705.92,215.8,0,0,0102,¹Ð,20160920,20210419165432
221,2014/15,09,16.07,55.15,4.12,23.52,31.33,20.48,0,0,0102,¹Ð,20160920,20210419165432
011,2014/15,09,2.49,13.93,0.04,5.3,6.35,4.8,0,0,0102,¹Ð,20160920,20210419165432
014,2014/15,09,4.56,23.91,0.16,16.59,7.2,4.84,0,0,0102,¹Ð,20160920,20210419165432
036,2014/15,09,10.41,29.42,0.49,24.16,9.1,7.05,0,0,0102,¹Ð,20160920,20210419165432
247,2014/15,09,9.94,156.92,5.98,35.42,124.7,12.72,0,0,0102,¹Ð,20160920,20210419165432
029,2014/15,09,1.89,6,5.37,1.69,10.7,0.87,0,0,0102,¹Ð,20160920,20210419165432
046,2014/15,09,65.27,126.21,1.93,0.8,116.5,76.11,0,0,0102,¹Ð,20160920,20210419165432
170,2014/15,09,2.19,25.98,0.75,0.7,24.5,3.72,0,0,0102,¹Ð,20160920,20210419165432
100,2014/15,09,17.83,95.85,0.05,3.41,93.12,17.2,0,0,0102,¹Ð,20160920,20210419165432
181,2014/15,09,5.18,59.08,0.33,22.8,35.5,6.29,0,0,0102,¹Ð,20160920,20210419165432
218,2014/15,09,3.67,24.75,0.03,11.27,12,5.18,0,0,0102,¹Ð,20160920,20210419165432
248,2015/16,09,215.8,734.8,169.59,171.86,709.7,240.89,0,0,0102,¹Ð,20160920,20210419165432
221,2015/16,09,20.48,55.84,3.07,21.09,31.59,26.71,0,0,0102,¹Ð,20160920,20210419165432
011,2015/16,09,4.8,11.3,0.01,9.1,6.15,0.86,0,0,0102,¹Ð,20160920,20210419165432
014,2015/16,09,4.84,24.5,0.15,16,7.23,6.26,0,0,0102,¹Ð,20160920,20210419165432
036,2015/16,09,7.05,27.59,0.49,22.13,7.83,5.17,0,0,0102,¹Ð,20160920,20210419165432
247,2015/16,09,12.72,160.01,6.92,34.68,129.9,15.07,0,0,0102,¹Ð,20160920,20210419165432
029,2015/16,09,0.87,5.54,6.2,1.1,10.2,1.31,0,0,0102,¹Ð,20160920,20210419165432
046,2015/16,09,76.11,130.19,3.48,0.73,112,97.04,0,0,0102,¹Ð,20160920,20210419165432
170,2015/16,09,3.72,25.1,0.01,0.6,24.4,3.83,0,0,0102,¹Ð,20160920,20210419165432
100,2015/16,09,17.2,86.53,0.47,1.06,88.64,14.5,0,0,0102,¹Ð,20160920,20210419165432
181,2015/16,09,6.29,61.04,0.78,25.54,37,5.57,0,0,0102,¹Ð,20160920,20210419165432
218,2015/16,09,5.18,27.27,0.03,17.43,12.5,2.55,0,0,0102,¹Ð,20160920,20210419165432
248,2016/17,08,241.88,743.44,166.66,170.7,732.5,252.82,0,0,0102,¹Ð,20160920,20210419165432
248,2016/17,09,240.89,744.85,168.44,172.8,736.68,249.07,0,0,0102,¹Ð,20160920,20210419165432
221,2016/17,08,26.71,63.16,3.13,25.86,37.2,29.93,0,0,0102,¹Ð,20160920,20210419165432
221,2016/17,09,26.71,63.16,3.13,25.86,37.2,29.93,0,0,0102,¹Ð,20160920,20210419165432
011,2016/17,08,0.86,14.4,0.01,8,6.3,0.96,0,0,0102,¹Ð,20160920,20210419165432
011,2016/17,09,0.86,14.4,0.01,8,6.3,0.96,0,0,0102,¹Ð,20160920,20210419165432
014,2016/17,08,6.26,26.5,0.15,18.5,7.46,6.95,0,0,0102,¹Ð,20160920,20210419165432
014,2016/17,09,6.26,27.5,0.15,19.5,7.46,6.95,0,0,0102,¹Ð,20160920,20210419165432
036,2016/17,08,4.56,30,0.49,21.5,8.8,4.75,0,0,0102,¹Ð,20160920,20210419165432
036,2016/17,09,5.17,30.5,0.49,21.5,9,5.65,0,0,0102,¹Ð,20160920,20210419165432
247,2016/17,08,15.73,147.5,6,27,129.3,12.93,0,0,0102,¹Ð,20160920,20210419165432
247,2016/17,09,15.07,145.27,7,26,129.3,12.04,0,0,0102,¹Ð,20160920,20210419165432
248,2013/14,06,175.28,713.97,155.19,162.75,703.2,186.05,0,0,0102,¹Ð,20140729,20210419165432
221,2013/14,06,19.54,57.96,4.63,32.11,33.87,16.14,0,0,0102,¹Ð,20140729,20210419165432
011,2013/14,06,0.29,10.5,0.01,2,6.05,2.74,0,0,0102,¹Ð,20140729,20210419165432
014,2013/14,06,4.26,27,0.13,19.5,6.95,4.94,0,0,0102,¹Ð,20140729,20210419165432
036,2013/14,06,5.05,37.5,0.44,22,11.2,9.79,0,0,0102,¹Ð,20140729,20210419165432
247,2013/14,06,10.55,143.32,3.8,30,117,10.68,0,0,0102,¹Ð,20140729,20210419165432
029,2013/14,06,1,5.3,7.2,0.1,11.4,2,0,0,0102,¹Ð,20140729,20210419165432
046,2013/14,06,53.96,121.72,7,1,123.5,58.18,0,0,0102,¹Ð,20140729,20210419165432
170,2013/14,06,2.62,24,0.5,0.7,24.1,2.32,0,0,0102,¹Ð,20140729,20210419165432
100,2013/14,06,24.2,93.51,0.02,6,93.9,17.83,0,0,0102,¹Ð,20140729,20210419165432
181,2013/14,06,4.95,52.09,1.2,18.5,34,5.74,0,0,0102,¹Ð,20140729,20210419165432
218,2013/14,06,2.58,22.28,0.1,9.5,11.5,3.96,0,0,0102,¹Ð,20140729,20210419165432
248,2014/15,05,186.53,697.04,149.85,151.82,696.15,187.42,0,0,0102,¹Ð,20140729,20210419165432
248,2014/15,06,186.05,701.62,150.19,152.08,699.06,188.61,0,0,0102,¹Ð,20140729,20210419165432
221,2014/15,06,16.14,52.85,4.35,25.17,32.55,15.62,0,0,0102,¹Ð,20140729,20210419165432
011,2014/15,05,2.74,12.5,0.01,6.5,6.15,2.6,0,0,0102,¹Ð,20140729,20210419165432
011,2014/15,06,2.74,12.5,0.01,6.5,6.15,2.6,0,0,0102,¹Ð,20140729,20210419165432
014,2014/15,05,5.44,25.5,0.14,18.5,6.6,5.97,0,0,0102,¹Ð,20140729,20210419165432
036,2014/15,05,9.82,28.5,0.48,21,9.75,8.05,0,0,0102,¹Ð,20140729,20210419165432
036,2014/15,06,9.79,28.5,0.48,21,9.75,8.02,0,0,0102,¹Ð,20140729,20210419165432
247,2014/15,05,10.68,144.88,5.5,27.5,121.5,12.06,0,0,0102,¹Ð,20140729,20210419165432
247,2014/15,06,10.68,146.25,5.5,28,122,12.43,0,0,0102,¹Ð,20140729,20210419165432
029,2014/15,06,2,6,6.5,0.5,11.6,2.4,0,0,0102,¹Ð,20140729,20210419165432
046,2014/15,05,58.18,123,3,1,121,62.18,0,0,0102,¹Ð,20140729,20210419165432
046,2014/15,06,58.18,124,3,1,122,62.18,0,0,0102,¹Ð,20140729,20210419165432
170,2014/15,06,2.32,24.5,0.5,0.7,24.4,2.22,0,0,0102,¹Ð,20140729,20210419165432
100,2014/15,06,17.83,95.85,0.02,3.5,93.9,16.3,0,0,0102,¹Ð,20140729,20210419165432
181,2014/15,06,5.74,53,1.2,19.5,33.5,6.94,0,0,0102,¹Ð,20140729,20210419165432
218,2014/15,06,3.96,20,0.1,8.5,11.5,4.06,0,0,0102,¹Ð,20140729,20210419165432
221,2014/15,05,15.87,53.43,4.35,25.86,33.09,14.71,0,0,0102,¹Ð,20140729,20210419165432
014,2014/15,06,4.94,25.5,0.14,18.5,6.6,5.47,0,0,0102,¹Ð,20140729,20210419165432
029,2014/15,05,2.1,6,6.5,0.5,11.6,2.5,0,0,0102,¹Ð,20140729,20210419165432
170,2014/15,05,2.32,24.5,0.3,0.7,24.4,2.02,0,0,0102,¹Ð,20140729,20210419165432
100,2014/15,05,17.83,94,0.02,3.5,92.05,16.3,0,0,0102,¹Ð,20140729,20210419165432
181,2014/15,05,6.04,52,1.2,19,33.5,6.74,0,0,0102,¹Ð,20140729,20210419165432
218,2014/15,05,3.96,20,0.1,8.5,11.5,4.06,0,0,0102,¹Ð,20140729,20210419165432
248,2014/15,07,184.29,705.17,149.91,151.61,699.92,189.54,0,0,0102,¹Ð,20140813,20210419165432
221,2014/15,07,16.05,54.21,4.35,24.49,32.14,17.97,0,0,0102,¹Ð,20140813,20210419165432
011,2014/15,07,2.74,12.5,0.01,6.5,6.15,2.6,0,0,0102,¹Ð,20140813,20210419165432
014,2014/15,07,5.37,26,0.15,19,6.8,5.72,0,0,0102,¹Ð,20140813,20210419165432
036,2014/15,07,9.29,28,0.48,21,9.75,7.02,0,0,0102,¹Ð,20140813,20210419165432
036,2014/15,08,8.99,28,0.48,21,9.75,6.72,0,0,0102,¹Ð,20140813,20210419165432
029,2014/15,07,1.8,6.3,6.5,0.5,11.6,2.5,0,0,0102,¹Ð,20140813,20210419165432
046,2014/15,07,58.39,124,3,1,122,62.39,0,0,0102,¹Ð,20140813,20210419165432
170,2014/15,07,2.22,24.5,0.5,0.7,24.4,2.12,0,0,0102,¹Ð,20140813,20210419165432
181,2014/15,07,5.74,53,1.2,19.5,33.5,6.94,0,0,0102,¹Ð,20140813,20210419165432
218,2014/15,07,3.96,21,0.1,9,11.5,4.56,0,0,0102,¹Ð,20140813,20210419165432
100,2014/15,07,17.83,95.85,0.02,3.5,93.9,16.3,0,0,0102,¹Ð,20140813,20210419165432
218,2014/15,08,3.81,22,0.1,9,12,4.91,0,0,0102,¹Ð,20140813,20210419165432
248,2012/13,09,196.86,658.16,144.22,137.36,679.42,175.6,0,0,0102,¹Ð,20140912,20210419165432
014,2012/13,09,7.05,22.86,0.14,18.66,6.74,4.65,0,0,0102,¹Ð,20140912,20210419165432
029,2012/13,09,1.75,4.38,7.36,1.58,10.9,1,0,0,0102,¹Ð,20140912,20210419165432
046,2012/13,09,55.95,121.02,2.96,0.97,125,53.96,0,0,0102,¹Ð,20140912,20210419165432
100,2012/13,09,19.95,94.88,0.02,6.82,83.82,24.2,0,0,0102,¹Ð,20140912,20210419165432
248,2013/14,09,175.6,714.05,156.61,166.31,703.2,186.45,0,0,0102,¹Ð,20140912,20210419165432
011,2013/14,09,0.29,10.5,0.01,2,6.05,2.74,0,0,0102,¹Ð,20140912,20210419165432
011,2014/15,08,2.74,12.5,0.01,6.5,6.15,2.6,0,0,0102,¹Ð,20140813,20210419165432
247,2014/15,07,10.18,147.88,5,28,123,12.05,0,0,0102,¹Ð,20140813,20210419165432
046,2014/15,08,58.27,126,2,1,122,63.27,0,0,0102,¹Ð,20140813,20210419165432
100,2014/15,08,17.83,95.85,0.02,3,94.4,16.3,0,0,0102,¹Ð,20140813,20210419165432
036,2012/13,09,5.93,27.21,0.48,18.97,9.6,5.05,0,0,0102,¹Ð,20140912,20210419165432
181,2012/13,09,10.9,37.72,1.17,11.29,33.55,4.95,0,0,0102,¹Ð,20140912,20210419165432
036,2013/14,09,5.05,37.5,0.44,23.24,9.95,9.8,0,0,0102,¹Ð,20140912,20210419165432
247,2013/14,09,10.72,143.13,3.98,31.93,115.75,10.16,0,0,0102,¹Ð,20140912,20210419165432
046,2013/14,09,53.96,121.93,6.77,0.89,121.5,60.27,0,0,0102,¹Ð,20140912,20210419165432
100,2013/14,09,24.2,93.51,0.03,5.9,94.01,17.83,0,0,0102,¹Ð,20140912,20210419165432
218,2013/14,09,2.58,22.28,0.07,9.76,11.5,3.67,0,0,0102,¹Ð,20140912,20210419165432
248,2014/15,09,186.45,719.95,152.95,154.83,710.01,196.38,0,0,0102,¹Ð,20140912,20210419165432
221,2014/15,09,16.05,55.24,4.63,24.49,32.41,19.01,0,0,0102,¹Ð,20140912,20210419165432
011,2014/15,09,2.74,12.3,0.01,6.3,6.15,2.6,0,0,0102,¹Ð,20140912,20210419165432
014,2014/15,09,5.37,25.5,0.15,19,6.8,5.22,0,0,0102,¹Ð,20140912,20210419165432
011,2012/13,09,0.73,9.3,0,3.55,6.2,0.29,0,0,0102,¹Ð,20140912,20210419165432
218,2012/13,09,5.36,15.76,0.05,7.19,11.4,2.58,0,0,0102,¹Ð,20140912,20210419165432
029,2013/14,09,1,5.3,7,0.1,11.4,1.8,0,0,0102,¹Ð,20140912,20210419165432
170,2013/14,09,2.62,24,0.39,0.75,24.2,2.06,0,0,0102,¹Ð,20140912,20210419165432
181,2013/14,09,4.95,52.09,1,18.5,34,5.54,0,0,0102,¹Ð,20140912,20210419165432
248,2014/15,08,183.66,716.09,149.87,151.8,706.79,192.96,0,0,0102,¹Ð,20140912,20210419165432
221,2014/15,08,16.05,55.24,4.35,25.17,32.41,18.05,0,0,0102,¹Ð,20140912,20210419165432
011,2014/15,08,2.74,12.5,0.01,6.5,6.15,2.6,0,0,0102,¹Ð,20140912,20210419165432
014,2014/15,08,5.37,26,0.15,19,6.8,5.72,0,0,0102,¹Ð,20140912,20210419165432
036,2014/15,08,8.99,28,0.48,21,9.75,6.72,0,0,0102,¹Ð,20140912,20210419165432
036,2014/15,09,9.8,28,0.48,22,9.75,6.53,0,0,0102,¹Ð,20140912,20210419165432
247,2014/15,08,10.09,147.87,5.5,25,125.5,12.96,0,0,0102,¹Ð,20140912,20210419165432
247,2014/15,09,10.16,150.97,5.5,26,125.5,15.13,0,0,0102,¹Ð,20140912,20210419165432
029,2014/15,08,1.8,6.3,6.5,0.5,11.9,2.2,0,0,0102,¹Ð,20140912,20210419165432
029,2014/15,09,1.8,6.3,6.5,1,11.9,1.7,0,0,0102,¹Ð,20140912,20210419165432
046,2014/15,08,58.27,126,2,1,122,63.27,0,0,0102,¹Ð,20140912,20210419165432
046,2014/15,09,60.27,126,2,1,124,63.27,0,0,0102,¹Ð,20140912,20210419165432
170,2014/15,08,2.17,24.5,0.5,0.7,24.4,2.07,0,0,0102,¹Ð,20140912,20210419165432
170,2014/15,09,2.06,24.5,1.5,0.7,24.7,2.66,0,0,0102,¹Ð,20140912,20210419165432
100,2014/15,08,17.83,95.85,0.02,3,94.4,16.3,0,0,0102,¹Ð,20140912,20210419165432
100,2014/15,09,17.83,95.85,0.02,3,94.4,16.3,0,0,0102,¹Ð,20140912,20210419165432
218,2013/14,08,4.95,52.09,1,18.5,34,5.54,0,0,0102,¹Ð,20140813,20210419165432
248,2014/15,08,183.66,716.09,149.87,151.8,706.79,192.96,0,0,0102,¹Ð,20140813,20210419165432
221,2014/15,08,16.05,55.24,4.35,25.17,32.41,18.05,0,0,0102,¹Ð,20140813,20210419165432
014,2014/15,08,5.37,26,0.15,19,6.8,5.72,0,0,0102,¹Ð,20140813,20210419165432
247,2014/15,08,10.09,147.87,5.5,25,125.5,12.96,0,0,0102,¹Ð,20140813,20210419165432
029,2014/15,08,1.8,6.3,6.5,0.5,11.9,2.2,0,0,0102,¹Ð,20140813,20210419165432
170,2014/15,08,2.17,24.5,0.5,0.7,24.4,2.07,0,0,0102,¹Ð,20140813,20210419165432
181,2014/15,08,5.54,59,0.7,22.5,34.5,8.24,0,0,0102,¹Ð,20140813,20210419165432
221,2012/13,09,20.21,61.67,3.34,27.54,38.14,19.54,0,0,0102,¹Ð,20140912,20210419165432
247,2012/13,09,13.52,133.85,5.28,22.68,119.25,10.72,0,0,0102,¹Ð,20140912,20210419165432
170,2012/13,09,4.02,23.3,0.05,0.85,23.9,2.62,0,0,0102,¹Ð,20140912,20210419165432
221,2013/14,09,19.54,57.96,4.59,32.01,34.03,16.05,0,0,0102,¹Ð,20140912,20210419165432
014,2013/14,09,4.65,27.01,0.15,19.5,6.95,5.37,0,0,0102,¹Ð,20140912,20210419165432
181,2014/15,08,5.54,59,0.7,22.5,34.5,8.24,0,0,0102,¹Ð,20140912,20210419165432
181,2014/15,09,5.54,59,0.7,22.5,34.5,8.24,0,0,0102,¹Ð,20140912,20210419165432
218,2014/15,08,3.81,22,0.1,9,12,4.91,0,0,0102,¹Ð,20140912,20210419165432
218,2014/15,09,3.67,24,0.05,10,12,5.72,0,0,0102,¹Ð,20140912,20210419165432
221,2012/13,10,20.21,61.67,3.34,27.54,38.14,19.54,0,0,0102,¹Ð,20141013,20210419165432
014,2012/13,10,7.05,22.86,0.14,18.66,6.74,4.65,0,0,0102,¹Ð,20141013,20210419165432
247,2012/13,10,13.52,133.85,5.28,22.68,119.25,10.72,0,0,0102,¹Ð,20141013,20210419165432
046,2012/13,10,55.95,121.02,2.96,0.97,125,53.96,0,0,0102,¹Ð,20141013,20210419165432
100,2012/13,10,19.95,94.88,0.02,6.82,83.82,24.2,0,0,0102,¹Ð,20141013,20210419165432
218,2012/13,10,5.36,15.76,0.05,7.19,11.4,2.58,0,0,0102,¹Ð,20141013,20210419165432
221,2013/14,10,19.54,58.11,4.59,32.01,34.17,16.05,0,0,0102,¹Ð,20141013,20210419165432
014,2013/14,10,4.65,27.01,0.15,19,6.95,5.87,0,0,0102,¹Ð,20141013,20210419165432
247,2013/14,10,10.72,143.13,3.98,31.93,115.75,10.16,0,0,0102,¹Ð,20141013,20210419165432
248,2012/13,10,196.16,658.32,144.22,137.36,679.52,174.96,0,0,0102,¹Ð,20141013,20210419165432
011,2012/13,10,0.73,9.3,0,3.55,6.2,0.29,0,0,0102,¹Ð,20141013,20210419165432
036,2012/13,10,5.93,27.21,0.48,18.97,9.6,5.05,0,0,0102,¹Ð,20141013,20210419165432
029,2012/13,10,1.75,4.38,7.36,1.58,10.9,1,0,0,0102,¹Ð,20141013,20210419165432
170,2012/13,10,4.02,23.3,0.05,0.85,23.9,2.62,0,0,0102,¹Ð,20141013,20210419165432
181,2012/13,10,10.9,37.72,1.17,11.29,33.55,4.95,0,0,0102,¹Ð,20141013,20210419165432
248,2013/14,10,174.96,715.13,156.46,166.18,704.52,185.58,0,0,0102,¹Ð,20141013,20210419165432
011,2013/14,10,0.29,10.5,0.01,2.2,6.05,2.54,0,0,0102,¹Ð,20141013,20210419165432
036,2013/14,10,5.05,37.5,0.44,23.24,9.96,9.8,0,0,0102,¹Ð,20141013,20210419165432
029,2013/14,10,1,5.3,7,0.1,11.4,1.8,0,0,0102,¹Ð,20141013,20210419165432
046,2013/14,10,53.96,121.93,6.77,0.89,121.5,60.27,0,0,0102,¹Ð,20141013,20210419165432
170,2013/14,10,2.62,24,0.39,0.75,24.1,2.16,0,0,0102,¹Ð,20141013,20210419165432
100,2013/14,10,24.2,93.51,0.03,5.9,94.01,17.83,0,0,0102,¹Ð,20141013,20210419165432
181,2013/14,10,4.95,52.09,0.8,18.53,34,5.31,0,0,0102,¹Ð,20141013,20210419165432
218,2013/14,10,2.58,22.28,0.07,9.76,11.5,3.67,0,0,0102,¹Ð,20141013,20210419165432
248,2014/15,09,186.45,719.95,152.95,154.83,710.01,196.38,0,0,0102,¹Ð,20141013,20210419165432
248,2014/15,10,185.58,721.12,154.72,156.02,714.11,192.59,0,0,0102,¹Ð,20141013,20210419165432
221,2014/15,09,16.05,55.24,4.63,24.49,32.41,19.01,0,0,0102,¹Ð,20141013,20210419165432
221,2014/15,10,16.05,55.39,4.63,25.17,33.09,17.8,0,0,0102,¹Ð,20141013,20210419165432
011,2014/15,09,2.74,12.3,0.01,6.3,6.15,2.6,0,0,0102,¹Ð,20141013,20210419165432
011,2014/15,10,2.54,12,0.01,6,6.15,2.4,0,0,0102,¹Ð,20141013,20210419165432
014,2014/15,09,5.37,25.5,0.15,19,6.8,5.22,0,0,0102,¹Ð,20141013,20210419165432
014,2014/15,10,5.87,25,0.15,18.5,6.8,5.72,0,0,0102,¹Ð,20141013,20210419165432
036,2014/15,09,9.8,28,0.48,22,9.75,6.53,0,0,0102,¹Ð,20141013,20210419165432
036,2014/15,10,9.8,27.5,0.48,22,9.75,6.03,0,0,0102,¹Ð,20141013,20210419165432
247,2014/15,09,10.16,150.97,5.5,26,125.5,15.13,0,0,0102,¹Ð,20141013,20210419165432
247,2014/15,10,10.16,153.98,5,28,126,15.13,0,0,0102,¹Ð,20141013,20210419165432
029,2014/15,09,1.8,6.3,6.5,1,11.9,1.7,0,0,0102,¹Ð,20141013,20210419165432
029,2014/15,10,1.8,6.3,6.5,1,11.9,1.7,0,0,0102,¹Ð,20141013,20210419165432
046,2014/15,09,60.27,126,2,1,124,63.27,0,0,0102,¹Ð,20141013,20210419165432
046,2014/15,10,60.27,126,2,1,124,63.27,0,0,0102,¹Ð,20141013,20210419165432
170,2014/15,09,2.06,24.5,1.5,0.7,24.7,2.66,0,0,0102,¹Ð,20141013,20210419165432
170,2014/15,10,2.16,25,1,0.7,25.1,2.36,0,0,0102,¹Ð,20141013,20210419165432
100,2014/15,09,17.83,95.85,0.02,3,94.4,16.3,0,0,0102,¹Ð,20141013,20210419165432
100,2014/15,10,17.83,95.91,0.02,3,94.46,16.3,0,0,0102,¹Ð,20141013,20210419165432
181,2014/15,09,5.54,59,0.7,22.5,34.5,8.24,0,0,0102,¹Ð,20141013,20210419165432
181,2014/15,10,5.31,59,0.5,22.5,34.8,7.51,0,0,0102,¹Ð,20141013,20210419165432
218,2014/15,09,3.67,24,0.05,10,12,5.72,0,0,0102,¹Ð,20141013,20210419165432
218,2014/15,10,3.67,24.5,0.05,10,12,6.22,0,0,0102,¹Ð,20141013,20210419165432
011,2011/12,03,4.11,15.5,0.01,12.93,5.95,0.74,0,0,0102,¹Ð,20140311,20210419165432
029,2011/12,03,1.85,5.8,7.34,2.04,11.2,1.75,0,0,0102,¹Ð,20140311,20210419165432
170,2011/12,03,3.17,25,0.05,1.1,23.1,4.02,0,0,0102,¹Ð,20140311,20210419165432
100,2011/12,03,15.36,86.87,0.02,0.89,81.4,19.95,0,0,0102,¹Ð,20140311,20210419165432
218,2011/12,03,3.34,22.32,0.08,5.44,14.95,5.36,0,0,0102,¹Ð,20140311,20210419165432
221,2012/13,03,20.21,61.67,3.34,27.42,38.27,19.54,0,0,0102,¹Ð,20140311,20210419165432
014,2012/13,03,7.05,22.46,0.14,18.66,6.74,4.24,0,0,0102,¹Ð,20140311,20210419165432
247,2012/13,03,13.56,133.88,5.26,22.62,120,10.08,0,0,0102,¹Ð,20140311,20210419165432
046,2012/13,03,55.95,121.02,2.96,0.97,125,53.96,0,0,0102,¹Ð,20140311,20210419165432
100,2012/13,03,19.95,94.88,0.02,6.82,83.82,24.2,0,0,0102,¹Ð,20140311,20210419165432
218,2012/13,03,5.36,15.76,0.05,7.19,11.8,2.18,0,0,0102,¹Ð,20140311,20210419165432
248,2013/14,03,175.92,712.72,155.03,162.05,704.82,183.81,0,0,0102,¹Ð,20140311,20210419165432
221,2013/14,02,19.54,57.96,4.63,31.98,34.96,15.19,0,0,0102,¹Ð,20140311,20210419165432
221,2013/14,03,19.54,57.96,4.63,31.98,34.96,15.19,0,0,0102,¹Ð,20140311,20210419165432
011,2013/14,02,0.29,10.5,0.01,3,6.05,1.75,0,0,0102,¹Ð,20140311,20210419165432
011,2013/14,03,0.29,10.5,0.01,3,6.05,1.75,0,0,0102,¹Ð,20140311,20210419165432
014,2013/14,03,4.24,27,0.13,19.5,6.95,4.92,0,0,0102,¹Ð,20140311,20210419165432
036,2013/14,02,5.05,37.5,0.49,23,10.2,9.84,0,0,0102,¹Ð,20140311,20210419165432
036,2013/14,03,5.05,37.5,0.49,23,10.2,9.84,0,0,0102,¹Ð,20140311,20210419165432
247,2013/14,03,10.08,142.89,4,29,117.25,10.72,0,0,0102,¹Ð,20140311,20210419165432
029,2013/14,02,1,5.3,7.4,0.5,11.4,1.8,0,0,0102,¹Ð,20140311,20210419165432
029,2013/14,03,1,5.3,7.4,0.5,11.4,1.8,0,0,0102,¹Ð,20140311,20210419165432
046,2013/14,02,53.96,122,8.5,1,125.5,57.96,0,0,0102,¹Ð,20140311,20210419165432
046,2013/14,03,53.96,121.72,8.5,1,125.5,57.68,0,0,0102,¹Ð,20140311,20210419165432
170,2013/14,02,2.62,24,0.8,0.6,24,2.82,0,0,0102,¹Ð,20140311,20210419165432
100,2013/14,02,24.2,92.46,0.02,6.5,89.98,20.2,0,0,0102,¹Ð,20140311,20210419165432
181,2013/14,02,4.95,52.07,0.5,16.5,35,6.02,0,0,0102,¹Ð,20140311,20210419165432
218,2013/14,02,2.18,22.28,0.1,10,11.5,3.06,0,0,0102,¹Ð,20140311,20210419165432
181,2013/14,01,5.18,52.1,0.5,16.5,35,6.28,0,0,0102,¹Ð,20140211,20210419165432
181,2013/14,02,4.95,52.07,0.5,16.5,35,6.02,0,0,0102,¹Ð,20140211,20210419165432
218,2013/14,01,2.18,22,0.1,10,11.5,2.78,0,0,0102,¹Ð,20140211,20210419165432
218,2013/14,02,2.18,22.28,0.1,10,11.5,3.06,0,0,0102,¹Ð,20140211,20210419165432
248,2011/12,03,198.98,697.27,149.32,157.78,697.31,198.94,0,0,0102,¹Ð,20140311,20210419165432
221,2011/12,03,23.47,54.41,3.05,28.61,32.11,20.21,0,0,0102,¹Ð,20140311,20210419165432
014,2011/12,03,8.18,29.91,0.12,24.66,6.51,7.05,0,0,0102,¹Ð,20140311,20210419165432
036,2011/12,03,7.36,25.29,0.49,17.35,9.85,5.93,0,0,0102,¹Ð,20140311,20210419165432
247,2011/12,03,11.93,138.18,7.37,16.69,127.23,13.56,0,0,0102,¹Ð,20140311,20210419165432
046,2011/12,03,59.09,117.4,2.93,0.98,122.5,55.95,0,0,0102,¹Ð,20140311,20210419165432
181,2011/12,03,13.74,56.24,0.55,21.63,38,10.9,0,0,0102,¹Ð,20140311,20210419165432
248,2012/13,03,198.94,656.42,144.63,137.39,679.44,175.92,0,0,0102,¹Ð,20140311,20210419165432
011,2012/13,03,0.74,9.3,0.01,3.55,6.2,0.29,0,0,0102,¹Ð,20140311,20210419165432
036,2012/13,03,5.93,27.21,0.48,18.98,9.59,5.05,0,0,0102,¹Ð,20140311,20210419165432
029,2012/13,03,1.75,4.38,7.36,1.58,10.9,1,0,0,0102,¹Ð,20140311,20210419165432
170,2012/13,03,4.02,23.3,0.05,0.85,23.9,2.62,0,0,0102,¹Ð,20140311,20210419165432
181,2012/13,03,10.9,37.72,1.17,11.29,33.55,4.95,0,0,0102,¹Ð,20140311,20210419165432
248,2013/14,02,175.84,711.89,152,159.39,703.99,183.73,0,0,0102,¹Ð,20140311,20210419165432
014,2013/14,02,4.24,26.5,0.12,19.5,6.55,4.81,0,0,0102,¹Ð,20140311,20210419165432
247,2013/14,02,10.08,142.87,4,27.5,118.75,10.7,0,0,0102,¹Ð,20140311,20210419165432
170,2013/14,03,2.62,24,0.7,0.6,24,2.72,0,0,0102,¹Ð,20140311,20210419165432
181,2013/14,03,4.95,52.07,1,17.5,34.5,6.02,0,0,0102,¹Ð,20140311,20210419165432
218,2013/14,03,2.18,22.28,0.1,10,11.5,3.06,0,0,0102,¹Ð,20140311,20210419165432
221,2012/13,07,20.21,61.67,3.34,27.42,38.27,19.54,0,0,0102,¹Ð,20140729,20210419165432
014,2012/13,07,7.05,22.86,0.14,18.66,6.74,4.65,0,0,0102,¹Ð,20140729,20210419165432
014,2014/15,06,4.94,25.5,0.14,18.5,6.6,5.47,0,0,0102,¹Ð,20140729,20210419165432
